[10, [5, 7, 1, 20, 18], 80]
[16, [19, 9, 12, 13, 10], 80]
[10, [17, 16, 20, 2, 14], 80]
[13, [14, 18, 21, 10, 1], 80]
[8, [20, 7, 12, 9, 21], 80]
[7, [15, 23, 21, 19, 4], 80]
[24, [15, 5, 3, 2, 23], 80]
[14, [15, 16, 7, 8, 3], 80]
[12, [17, 4, 6, 9, 10], 80]
[3, [2, 14, 1, 11, 17], 80]
[3, [18, 22, 21, 2, 6], 80]
[7, [21, 5, 8, 11, 3], 80]
[22, [23, 8, 2, 21, 9], 80]
[15, [4, 1, 13, 8, 9], 80]
[3, [21, 18, 5, 11, 15], 80]
[4, [5, 20, 18, 14, 16], 80]
[8, [14, 2, 1, 3, 17], 80]
[3, [17, 5, 21, 7, 1], 80]
[21, [22, 19, 17, 11, 9], 80]
[7, [19, 16, 12, 23, 4], 80]
[10, [2, 14, 6, 23, 21], 80]
[5, [2, 10, 17, 7, 19], 80]
[17, [16, 21, 8, 3, 15], 80]
[16, [8, 18, 7, 12, 5], 80]
[7, [3, 5, 1, 2, 15], 80]
[9, [4, 13, 17, 23, 20], 80]
[11, [10, 17, 13, 7, 18], 80]
[11, [12, 7, 4, 17, 19], 80]
[17, [21, 1, 23, 20, 5], 80]
[2, [9, 20, 19, 8, 16], 80]
[3, [23, 14, 18, 16, 21], 80]
[24, [1, 16, 5, 10, 11], 80]
[3, [12, 18, 14, 15, 6], 80]
[2, [20, 9, 6, 3, 1], 80]
[17, [2, 9, 16, 6, 1], 80]
[17, [7, 6, 20, 19, 15], 80]
[7, [14, 19, 18, 4, 12], 80]
[3, [23, 22, 16, 4, 1], 80]
[2, [4, 23, 21, 3, 17], 80]
[7, [5, 6, 18, 3, 20], 80]
[3, [7, 18, 8, 21, 11], 80]
[24, [16, 10, 1, 17, 3], 80]
[14, [5, 20, 8, 2, 3], 80]
[3, [14, 23, 21, 17, 10], 80]
[17, [3, 4, 9, 15, 12], 80]
[6, [23, 14, 15, 4, 9], 80]
[9, [14, 16, 19, 6, 15], 80]
[4, [2, 6, 11, 10, 5], 80]
[20, [1, 14, 22, 9, 18], 80]
[9, [6, 4, 13, 3, 21], 80]
[16, [13, 20, 18, 3, 9], 80]
[12, [22, 5, 23, 14, 15], 80]
[23, [11, 16, 13, 19, 6], 80]
[14, [6, 1, 7, 16, 15], 80]
[8, [23, 9, 16, 10, 6], 80]
[16, [3, 9, 14, 15, 12], 80]
[6, [18, 21, 13, 20, 16], 80]
[6, [11, 12, 21, 16, 2], 80]
[9, [20, 7, 16, 12, 18], 80]
[19, [15, 10, 12, 17, 14], 80]
[23, [1, 15, 22, 5, 21], 80]
[18, [21, 10, 5, 13, 20], 80]
[22, [14, 1, 18, 7, 15], 80]
[19, [20, 9, 16, 21, 2], 80]
[13, [16, 8, 11, 2, 23], 80]
[5, [1, 15, 22, 16, 18], 80]
[14, [17, 9, 10, 1, 8], 80]
[2, [16, 10, 20, 9, 7], 80]
[24, [8, 22, 1, 20, 21], 80]
[10, [16, 13, 8, 19, 9], 80]
[18, [22, 7, 14, 5, 3], 80]
[12, [11, 6, 14, 1, 13], 80]
[13, [14, 6, 23, 16, 1], 80]
[6, [12, 10, 11, 17, 4], 80]
[5, [18, 2, 13, 7, 20], 80]
[14, [13, 11, 17, 8, 1], 80]
[14, [11, 22, 8, 9, 13], 80]
[14, [13, 8, 1, 17, 15], 80]
[12, [19, 23, 15, 14, 20], 80]
[17, [9, 18, 8, 5, 19], 80]
[18, [9, 14, 17, 5, 19], 80]
[5, [6, 2, 20, 19, 3], 80]
[7, [19, 13, 6, 3, 4], 80]
[20, [4, 8, 16, 15, 11], 80]
[15, [17, 6, 2, 3, 23], 80]
[12, [3, 15, 17, 20, 10], 80]
[10, [22, 2, 7, 19, 14], 80]
[12, [2, 9, 16, 7, 15], 80]
[19, [6, 20, 10, 2, 14], 80]
[22, [7, 15, 5, 19, 16], 80]
[14, [4, 2, 17, 9, 11], 80]
[3, [14, 17, 22, 5, 2], 80]
[22, [5, 6, 9, 20, 4], 80]
[9, [10, 12, 1, 7, 8], 80]
[19, [14, 8, 15, 12, 22], 80]
[1, [4, 7, 2, 22, 3], 80]
[16, [9, 11, 13, 2, 21], 80]
[14, [19, 21, 5, 8, 3], 80]
[22, [7, 5, 10, 16, 13], 80]
[17, [18, 2, 5, 11, 9], 80]
