[8, [1, 3, 10, 2, 12], 80]
[13, [8, 12, 7, 3, 10], 80]
[4, [5, 10, 9, 6, 3], 80]
[3, [13, 11, 5, 8, 6], 80]
[12, [8, 3, 11, 5, 10], 80]
[9, [7, 3, 1, 8, 5], 80]
[2, [5, 8, 9, 3, 12], 80]
[11, [2, 5, 10, 9, 12], 80]
[6, [11, 2, 13, 5, 7], 80]
[10, [13, 8, 4, 2, 9], 80]
[11, [5, 1, 3, 4, 12], 80]
[5, [13, 7, 8, 10, 6], 80]
[1, [8, 6, 13, 4, 10], 80]
[12, [3, 4, 8, 1, 10], 80]
[11, [3, 1, 4, 7, 12], 80]
[14, [4, 12, 6, 8, 1], 80]
[2, [1, 13, 5, 3, 9], 80]
[12, [2, 10, 9, 5, 8], 80]
[11, [12, 6, 1, 13, 9], 80]
[12, [8, 3, 4, 9, 5], 80]
[3, [5, 13, 7, 8, 11], 80]
[2, [13, 9, 3, 5, 7], 80]
[12, [11, 10, 4, 5, 3], 80]
[8, [1, 5, 7, 3, 9], 80]
[2, [12, 5, 8, 6, 1], 80]
[14, [10, 4, 11, 2, 3], 80]
[3, [8, 9, 2, 6, 1], 80]
[4, [5, 1, 12, 9, 7], 80]
[8, [2, 3, 10, 7, 6], 80]
[12, [13, 3, 9, 8, 5], 80]
[2, [5, 12, 6, 8, 11], 80]
[14, [10, 11, 6, 8, 12], 80]
[1, [2, 10, 4, 5, 8], 80]
[8, [10, 2, 12, 7, 5], 80]
[13, [1, 10, 9, 12, 3], 80]
[9, [4, 1, 13, 2, 8], 80]
[6, [11, 1, 4, 13, 2], 80]
[1, [4, 6, 9, 12, 13], 80]
[11, [2, 6, 10, 8, 9], 80]
[4, [3, 9, 7, 12, 6], 80]
[12, [2, 11, 1, 3, 10], 80]
[13, [1, 6, 3, 8, 5], 80]
[4, [9, 5, 12, 6, 8], 80]
[6, [8, 12, 7, 2, 11], 80]
[2, [4, 6, 5, 10, 7], 80]
[10, [9, 12, 6, 7, 4], 80]
[12, [1, 4, 5, 13, 2], 80]
[13, [11, 2, 7, 3, 1], 80]
[8, [10, 12, 11, 3, 1], 80]
[2, [12, 6, 11, 4, 10], 80]
[12, [6, 5, 2, 8, 7], 80]
[6, [12, 7, 8, 11, 1], 80]
[5, [4, 10, 3, 13, 6], 80]
[13, [9, 8, 4, 2, 6], 80]
[10, [8, 12, 3, 7, 11], 80]
[11, [2, 6, 1, 9, 4], 80]
[1, [3, 8, 13, 4, 9], 80]
[3, [13, 5, 10, 7, 6], 80]
[14, [4, 5, 2, 9, 11], 80]
[8, [13, 2, 4, 3, 11], 80]
[6, [13, 9, 8, 3, 1], 80]
[2, [9, 10, 1, 4, 11], 80]
[10, [12, 13, 1, 3, 9], 80]
[1, [7, 13, 8, 11, 9], 80]
[2, [4, 5, 11, 10, 8], 80]
[4, [3, 7, 9, 11, 8], 80]
[11, [5, 9, 13, 1, 10], 80]
[8, [7, 9, 4, 3, 1], 80]
[9, [3, 8, 6, 13, 10], 80]
[11, [12, 9, 5, 7, 13], 80]
[2, [3, 6, 13, 10, 1], 80]
[13, [11, 9, 7, 12, 6], 80]
[2, [3, 13, 11, 1, 12], 80]
[3, [7, 6, 4, 2, 8], 80]
[12, [5, 4, 2, 7, 10], 80]
[6, [9, 4, 8, 11, 5], 80]
[4, [6, 12, 7, 11, 9], 80]
[3, [2, 4, 12, 10, 13], 80]
[9, [5, 10, 2, 12, 1], 80]
[6, [5, 3, 13, 8, 2], 80]
[4, [11, 5, 3, 10, 9], 80]
[14, [4, 10, 7, 11, 9], 80]
[9, [7, 13, 8, 5, 6], 80]
[14, [12, 7, 1, 8, 3], 80]
[5, [6, 10, 3, 7, 2], 80]
[13, [3, 7, 2, 12, 6], 80]
[4, [6, 7, 5, 11, 3], 80]
[9, [7, 5, 3, 11, 13], 80]
[14, [10, 8, 3, 9, 2], 80]
[9, [2, 12, 5, 6, 10], 80]
[4, [8, 10, 7, 5, 2], 80]
[11, [2, 10, 12, 6, 1], 80]
[7, [4, 13, 12, 9, 8], 80]
[14, [13, 4, 8, 2, 11], 80]
[5, [1, 2, 8, 3, 11], 80]
[11, [1, 3, 10, 2, 5], 80]
[12, [2, 5, 7, 1, 13], 80]
[6, [9, 12, 13, 3, 5], 80]
[7, [12, 1, 6, 4, 5], 80]
[10, [2, 1, 12, 6, 7], 80]
