[7, [13, 12, 4, 11, 1], 40]
[3, [11, 1, 9, 6, 10], 40]
[7, [1, 8, 2, 3, 10], 40]
[11, [8, 6, 5, 7, 10], 40]
[2, [6, 3, 4, 11, 1], 40]
[5, [13, 10, 12, 11, 7], 40]
[1, [6, 4, 10, 2, 5], 40]
[2, [11, 3, 10, 12, 1], 40]
[8, [3, 13, 1, 6, 12], 40]
[14, [10, 9, 11, 8, 3], 40]
[6, [13, 9, 12, 2, 10], 40]
[7, [5, 6, 12, 13, 1], 40]
[3, [12, 8, 6, 5, 1], 40]
[3, [13, 4, 8, 9, 1], 40]
[11, [6, 12, 2, 9, 7], 40]
[7, [11, 1, 3, 2, 13], 40]
[3, [11, 4, 5, 1, 13], 40]
[4, [8, 13, 1, 12, 2], 40]
[11, [3, 13, 12, 6, 7], 40]
[2, [11, 10, 13, 4, 5], 40]
[1, [7, 13, 10, 4, 6], 40]
[6, [10, 7, 4, 13, 1], 40]
[11, [10, 9, 1, 4, 6], 40]
[6, [7, 12, 5, 3, 8], 40]
[12, [6, 8, 11, 9, 13], 40]
[9, [4, 10, 11, 12, 1], 40]
[4, [2, 5, 13, 3, 8], 40]
[14, [13, 9, 5, 12, 4], 40]
[4, [9, 5, 13, 12, 3], 40]
[5, [10, 12, 8, 11, 9], 40]
[11, [3, 10, 8, 1, 7], 40]
[9, [12, 10, 2, 7, 11], 40]
[3, [4, 8, 9, 6, 12], 40]
[5, [8, 2, 1, 12, 9], 40]
[1, [13, 7, 9, 2, 8], 40]
[1, [10, 2, 7, 4, 5], 40]
[10, [4, 8, 2, 7, 13], 40]
[3, [2, 5, 13, 12, 6], 40]
[11, [10, 1, 6, 9, 12], 40]
[13, [1, 5, 2, 12, 6], 40]
[3, [11, 13, 12, 7, 9], 40]
[6, [5, 3, 12, 8, 11], 40]
[11, [13, 1, 4, 3, 8], 40]
[12, [6, 1, 10, 13, 5], 40]
[9, [11, 3, 2, 8, 12], 40]
[11, [1, 3, 9, 5, 8], 40]
[9, [8, 7, 4, 1, 2], 40]
[3, [8, 9, 2, 13, 11], 40]
[11, [1, 7, 5, 2, 9], 40]
[6, [11, 10, 3, 13, 12], 40]
[10, [1, 3, 11, 5, 4], 40]
[6, [9, 12, 13, 8, 5], 40]
[3, [12, 11, 6, 13, 8], 40]
[3, [8, 6, 11, 2, 9], 40]
[3, [12, 6, 2, 5, 7], 40]
[9, [6, 13, 2, 11, 4], 40]
[3, [6, 7, 11, 1, 9], 40]
[11, [2, 10, 6, 7, 9], 40]
[13, [11, 7, 10, 1, 3], 40]
[11, [4, 6, 7, 13, 8], 40]
[9, [12, 11, 6, 4, 8], 40]
[11, [5, 13, 10, 2, 1], 40]
[12, [2, 11, 4, 3, 9], 40]
[11, [12, 2, 8, 3, 6], 40]
[12, [1, 8, 11, 3, 13], 40]
[12, [5, 4, 9, 6, 2], 40]
[6, [2, 3, 10, 7, 11], 40]
[3, [11, 4, 9, 13, 8], 40]
[9, [7, 3, 11, 8, 13], 40]
[14, [9, 2, 8, 6, 5], 40]
[1, [10, 13, 6, 8, 9], 40]
[4, [9, 8, 13, 10, 1], 40]
[11, [4, 1, 7, 12, 3], 40]
[3, [13, 11, 7, 9, 5], 40]
[3, [10, 13, 7, 12, 2], 40]
[5, [1, 8, 2, 4, 9], 40]
[12, [7, 10, 3, 11, 2], 40]
[7, [2, 11, 3, 6, 8], 40]
[6, [12, 10, 7, 9, 1], 40]
[13, [9, 1, 5, 12, 7], 40]
[11, [12, 13, 5, 8, 2], 40]
[11, [13, 1, 5, 2, 6], 40]
[5, [10, 4, 9, 3, 2], 40]
[3, [1, 13, 8, 5, 6], 40]
[8, [9, 12, 11, 1, 5], 40]
[10, [3, 7, 13, 11, 4], 40]
[11, [8, 12, 2, 9, 3], 40]
[3, [9, 8, 6, 12, 13], 40]
[5, [3, 10, 2, 6, 13], 40]
[3, [4, 2, 10, 7, 11], 40]
[9, [5, 10, 12, 4, 7], 40]
[13, [12, 3, 2, 7, 10], 40]
[8, [3, 11, 13, 5, 4], 40]
[2, [8, 3, 5, 10, 4], 40]
[14, [9, 5, 10, 12, 7], 40]
[1, [8, 4, 5, 6, 10], 40]
[7, [12, 6, 1, 5, 8], 40]
[12, [11, 5, 8, 9, 13], 40]
[13, [4, 1, 12, 8, 2], 40]
[2, [10, 7, 4, 12, 11], 40]
[14, [6, 12, 7, 5, 1], 40]
[12, [3, 10, 4, 2, 13], 40]
[7, [4, 2, 13, 5, 12], 40]
[10, [5, 11, 9, 7, 1], 40]
[9, [5, 2, 3, 7, 10], 40]
[9, [7, 4, 5, 2, 3], 40]
[8, [7, 2, 3, 12, 4], 40]
[8, [7, 11, 10, 3, 1], 40]
[11, [4, 9, 5, 3, 8], 40]
[6, [4, 11, 9, 1, 5], 40]
[3, [7, 1, 9, 6, 5], 40]
[14, [1, 13, 4, 5, 8], 40]
[6, [11, 9, 13, 10, 4], 40]
[2, [1, 12, 7, 6, 3], 40]
[9, [3, 13, 11, 4, 6], 40]
[13, [11, 4, 3, 5, 1], 40]
[10, [13, 5, 4, 8, 7], 40]
[7, [11, 13, 8, 9, 5], 40]
[8, [11, 4, 13, 9, 5], 40]
[12, [6, 7, 13, 11, 9], 40]
[3, [10, 6, 11, 7, 4], 40]
[13, [7, 3, 5, 9, 8], 40]
[13, [12, 11, 8, 2, 1], 40]
[8, [1, 9, 7, 5, 12], 40]
[3, [13, 4, 10, 9, 8], 40]
[6, [9, 10, 8, 12, 5], 40]
[14, [10, 2, 3, 6, 11], 40]
[11, [1, 8, 3, 2, 5], 40]
[5, [2, 11, 13, 4, 6], 40]
[14, [2, 13, 12, 5, 7], 40]
[5, [6, 7, 13, 1, 4], 40]
[4, [6, 7, 11, 1, 5], 40]
[1, [4, 12, 13, 9, 7], 40]
[11, [5, 13, 1, 9, 8], 40]
[6, [13, 8, 1, 7, 5], 40]
[7, [6, 10, 2, 8, 5], 40]
[6, [5, 1, 2, 4, 7], 40]
[1, [13, 11, 2, 12, 4], 40]
[8, [12, 4, 10, 2, 6], 40]
[8, [3, 12, 7, 2, 10], 40]
[2, [1, 4, 13, 11, 3], 40]
[3, [8, 6, 5, 1, 4], 40]
[14, [8, 2, 6, 7, 1], 40]
[14, [13, 12, 5, 1, 2], 40]
[8, [1, 11, 3, 13, 4], 40]
[10, [5, 4, 9, 1, 7], 40]
[3, [6, 10, 5, 7, 2], 40]
[5, [11, 8, 2, 4, 7], 40]
[13, [1, 5, 6, 8, 3], 40]
[5, [6, 9, 7, 11, 12], 40]
