[11, [2, 5, 8, 9, 7], 40]
[8, [10, 4, 1, 6, 2], 40]
[3, [1, 6, 4, 8, 2], 80]
[11, [2, 9, 7, 3, 8], 40]
[6, [10, 7, 3, 9, 8], 80]
[8, [7, 6, 10, 5, 2], 40]
[4, [7, 5, 8, 9, 10], 40]
[8, [10, 6, 2, 1, 7], 40]
[7, [10, 1, 9, 2, 5], 40]
[7, [3, 10, 1, 6, 5], 40]
[11, [9, 5, 8, 4, 2], 80]
[9, [7, 4, 2, 3, 5], 40]
[4, [9, 3, 10, 6, 2], 120]
[8, [1, 7, 3, 6, 5], 160]
[2, [5, 6, 1, 7, 10], 160]
[9, [10, 4, 3, 1, 5], 120]
[2, [3, 5, 10, 9, 6], 160]
[1, [4, 8, 7, 2, 10], 40]
[3, [9, 7, 6, 4, 2], 160]
[4, [6, 7, 1, 10, 3], 120]
[11, [1, 8, 9, 5, 2], 120]
[11, [1, 6, 4, 7, 8], 40]
[7, [1, 9, 4, 6, 8], 160]
[11, [4, 3, 9, 2, 5], 120]
[11, [4, 1, 3, 8, 10], 160]
[8, [9, 4, 10, 2, 5], 80]
[7, [10, 9, 1, 5, 8], 80]
[4, [10, 6, 7, 1, 2], 160]
[11, [2, 7, 3, 1, 9], 40]
[10, [3, 9, 7, 8, 5], 80]
[8, [5, 1, 10, 6, 3], 80]
[7, [8, 3, 9, 1, 2], 40]
[11, [8, 6, 7, 10, 9], 160]
[7, [10, 4, 6, 5, 3], 80]
[4, [9, 1, 3, 2, 7], 80]
[3, [4, 2, 7, 10, 8], 120]
[9, [6, 5, 2, 3, 10], 80]
[9, [10, 3, 2, 1, 5], 120]
[11, [10, 9, 4, 5, 8], 40]
[10, [5, 3, 6, 7, 2], 120]
[10, [4, 3, 7, 6, 1], 40]
[7, [2, 8, 3, 9, 4], 80]
[7, [9, 4, 5, 3, 6], 120]
[3, [4, 9, 1, 5, 6], 160]
[7, [9, 6, 4, 5, 3], 80]
[10, [9, 7, 4, 8, 3], 160]
[6, [9, 7, 5, 3, 10], 160]
[1, [10, 5, 8, 9, 4], 40]
[4, [5, 10, 9, 6, 2], 160]
[5, [1, 9, 7, 6, 2], 80]
[10, [1, 9, 4, 7, 6], 160]
[8, [9, 1, 4, 6, 7], 160]
[2, [1, 10, 8, 6, 9], 40]
[4, [6, 3, 2, 7, 9], 80]
[3, [8, 10, 4, 1, 9], 40]
[9, [4, 2, 3, 1, 8], 160]
[9, [1, 5, 2, 6, 10], 40]
[8, [3, 7, 5, 10, 2], 80]
[6, [8, 2, 7, 4, 9], 160]
[5, [8, 9, 7, 2, 6], 80]
[8, [7, 4, 5, 2, 10], 80]
[1, [5, 10, 8, 4, 7], 160]
[10, [5, 8, 7, 6, 4], 120]
[10, [7, 4, 3, 1, 9], 120]
[8, [1, 3, 7, 2, 6], 80]
[2, [5, 7, 4, 8, 3], 120]
[6, [5, 7, 1, 9, 8], 120]
[4, [10, 9, 6, 5, 3], 120]
[7, [2, 3, 1, 5, 4], 160]
[11, [3, 2, 8, 5, 10], 80]
[10, [7, 3, 6, 1, 2], 160]
[10, [7, 3, 6, 8, 1], 40]
[6, [4, 5, 7, 3, 10], 120]
[6, [5, 4, 10, 8, 1], 160]
[11, [6, 3, 5, 2, 9], 120]
[11, [6, 9, 1, 2, 4], 80]
[7, [9, 8, 1, 3, 4], 40]
[2, [10, 1, 9, 3, 7], 40]
[11, [7, 9, 8, 2, 4], 40]
[4, [5, 8, 3, 7, 1], 120]
[8, [1, 3, 2, 10, 7], 120]
[1, [9, 8, 7, 6, 2], 40]
[9, [5, 3, 6, 1, 10], 120]
[6, [1, 3, 10, 7, 2], 40]
[9, [4, 8, 1, 6, 3], 80]
[5, [2, 1, 9, 10, 7], 40]
[7, [6, 1, 10, 5, 4], 160]
[6, [2, 4, 5, 8, 3], 120]
[11, [6, 7, 2, 8, 10], 80]
[9, [4, 10, 2, 1, 7], 160]
[7, [9, 4, 5, 2, 3], 40]
[9, [4, 1, 8, 2, 10], 160]
[5, [8, 2, 6, 7, 4], 80]
[9, [1, 2, 5, 6, 8], 80]
[9, [2, 10, 5, 8, 1], 120]
[1, [6, 7, 3, 8, 4], 160]
[11, [1, 4, 5, 8, 6], 120]
[3, [10, 6, 5, 1, 2], 160]
[1, [4, 5, 8, 3, 9], 120]
[6, [3, 10, 5, 1, 7], 40]
[9, [8, 2, 4, 3, 5], 80]
[1, [5, 9, 2, 3, 10], 40]
[11, [9, 3, 4, 7, 10], 120]
[7, [3, 4, 9, 5, 10], 160]
[5, [2, 1, 6, 7, 4], 40]
[4, [2, 9, 6, 1, 10], 80]
[7, [3, 1, 4, 8, 5], 160]
[3, [2, 9, 8, 1, 10], 40]
[11, [2, 9, 3, 10, 6], 160]
[1, [3, 8, 7, 4, 9], 120]
[2, [6, 7, 3, 10, 8], 40]
[9, [4, 8, 1, 10, 5], 120]
[8, [5, 4, 9, 2, 7], 120]
[8, [9, 1, 10, 6, 7], 160]
[3, [8, 10, 6, 7, 4], 40]
[2, [6, 5, 1, 7, 3], 80]
[8, [4, 3, 6, 10, 1], 120]
[7, [2, 1, 6, 5, 8], 40]
[4, [3, 6, 5, 2, 7], 40]
[9, [5, 4, 8, 1, 6], 80]
[11, [10, 6, 3, 9, 4], 120]
[2, [8, 5, 4, 7, 6], 160]
[5, [1, 9, 6, 3, 4], 120]
[3, [5, 1, 8, 6, 2], 40]
[10, [3, 9, 2, 5, 8], 120]
[11, [4, 6, 9, 7, 5], 80]
[4, [2, 8, 7, 6, 3], 160]
[10, [1, 4, 6, 3, 2], 80]
[5, [9, 7, 6, 1, 8], 120]
[2, [1, 7, 10, 5, 4], 80]
[2, [10, 7, 5, 1, 9], 80]
[5, [3, 4, 8, 7, 9], 120]
[11, [1, 6, 7, 8, 5], 120]
[10, [7, 6, 5, 1, 4], 160]
[7, [9, 4, 1, 5, 6], 120]
[9, [2, 6, 10, 8, 3], 80]
[2, [6, 4, 3, 10, 8], 40]
[10, [9, 2, 3, 7, 1], 160]
[1, [3, 5, 2, 7, 10], 40]
[11, [1, 2, 10, 4, 6], 40]
[10, [9, 2, 1, 4, 7], 120]
[7, [9, 10, 8, 4, 3], 40]
[11, [7, 5, 10, 1, 9], 160]
[4, [10, 9, 2, 7, 6], 160]
[8, [1, 4, 10, 7, 6], 40]
[1, [9, 2, 4, 5, 6], 160]
[3, [5, 2, 9, 7, 6], 160]
[8, [5, 4, 7, 2, 6], 120]
[1, [4, 6, 9, 5, 10], 120]
[4, [8, 1, 10, 7, 5], 80]
