[1, [8, 4, 3, 6, 9], 80]
[3, [2, 8, 1, 5, 9], 80]
[10, [8, 1, 5, 6, 9], 80]
[9, [3, 8, 1, 2, 5], 80]
[1, [5, 10, 8, 2, 7], 80]
[11, [10, 2, 1, 4, 8], 80]
[6, [3, 10, 9, 5, 2], 80]
[6, [1, 3, 5, 9, 2], 80]
[6, [1, 8, 2, 9, 3], 80]
[7, [4, 6, 3, 8, 2], 80]
[11, [2, 7, 4, 10, 1], 80]
[3, [7, 1, 9, 10, 6], 80]
[6, [2, 4, 5, 8, 7], 80]
[7, [10, 8, 4, 5, 6], 80]
[6, [9, 2, 3, 10, 1], 80]
[4, [9, 2, 3, 7, 1], 80]
[7, [10, 6, 4, 9, 3], 80]
[10, [6, 9, 1, 3, 2], 80]
[6, [3, 8, 7, 1, 2], 80]
[5, [10, 8, 7, 4, 2], 80]
[11, [10, 4, 9, 2, 5], 80]
[6, [1, 10, 2, 7, 5], 80]
[1, [10, 4, 8, 9, 6], 80]
[11, [5, 9, 1, 8, 3], 80]
[1, [5, 8, 2, 7, 6], 80]
[7, [3, 10, 8, 4, 1], 80]
[5, [1, 3, 2, 10, 8], 80]
[8, [2, 10, 7, 6, 1], 80]
[6, [9, 5, 3, 8, 7], 80]
[3, [7, 6, 2, 10, 9], 80]
[7, [8, 5, 1, 6, 4], 80]
[7, [6, 5, 4, 1, 9], 80]
[9, [2, 5, 10, 7, 4], 80]
[10, [8, 1, 5, 6, 9], 80]
[6, [5, 2, 3, 4, 8], 80]
[5, [7, 10, 8, 1, 9], 80]
[8, [6, 1, 9, 10, 7], 80]
[2, [4, 5, 3, 9, 1], 80]
[11, [2, 6, 7, 1, 9], 80]
[5, [4, 3, 2, 6, 8], 80]
[5, [1, 4, 7, 9, 6], 80]
[4, [5, 2, 3, 1, 9], 80]
[1, [4, 5, 2, 6, 9], 80]
[5, [1, 4, 2, 7, 6], 80]
[9, [2, 4, 8, 5, 1], 80]
[9, [4, 3, 2, 7, 6], 80]
[5, [9, 4, 8, 1, 2], 80]
[4, [6, 9, 2, 7, 8], 80]
[8, [3, 7, 10, 5, 9], 80]
[6, [1, 4, 7, 2, 5], 80]
[1, [8, 3, 5, 7, 9], 80]
[9, [5, 10, 8, 6, 7], 80]
[5, [7, 2, 9, 3, 6], 80]
[7, [8, 4, 9, 6, 2], 80]
[1, [8, 3, 2, 7, 6], 80]
[3, [2, 7, 5, 10, 8], 80]
[7, [10, 6, 2, 9, 3], 80]
[11, [1, 9, 8, 6, 5], 80]
[8, [5, 3, 4, 2, 1], 80]
[5, [2, 7, 9, 3, 4], 80]
[1, [6, 2, 10, 9, 8], 80]
[5, [6, 8, 4, 10, 7], 80]
[11, [4, 3, 10, 6, 7], 80]
[10, [5, 7, 8, 2, 9], 80]
[9, [6, 4, 1, 7, 8], 80]
[4, [6, 8, 10, 7, 1], 80]
[6, [1, 4, 9, 7, 8], 80]
[2, [4, 3, 5, 9, 8], 80]
[3, [5, 7, 1, 2, 8], 80]
[3, [4, 5, 10, 7, 2], 80]
[6, [2, 4, 3, 5, 7], 80]
[4, [9, 7, 3, 10, 5], 80]
[8, [1, 5, 3, 2, 9], 80]
[10, [7, 2, 6, 8, 5], 80]
[5, [1, 10, 8, 6, 2], 80]
[4, [7, 5, 8, 3, 1], 80]
[8, [10, 3, 7, 1, 9], 80]
[2, [10, 3, 4, 5, 6], 80]
[1, [2, 8, 7, 5, 6], 80]
[8, [4, 5, 10, 2, 6], 80]
[11, [10, 7, 2, 1, 4], 80]
[9, [3, 10, 1, 8, 4], 80]
[6, [2, 5, 7, 1, 4], 80]
[9, [6, 4, 5, 8, 10], 80]
[3, [5, 6, 8, 4, 7], 80]
[2, [4, 9, 7, 1, 5], 80]
[2, [4, 3, 1, 7, 8], 80]
[3, [8, 9, 2, 10, 6], 80]
[6, [3, 1, 9, 10, 5], 80]
[6, [5, 2, 7, 8, 10], 80]
[6, [4, 5, 7, 10, 9], 80]
[3, [9, 1, 5, 10, 4], 80]
[7, [6, 1, 10, 2, 3], 80]
[7, [4, 10, 8, 9, 1], 80]
[2, [3, 9, 8, 7, 6], 80]
[10, [3, 4, 9, 6, 5], 80]
[11, [9, 8, 5, 7, 6], 80]
[9, [10, 5, 2, 3, 1], 80]
[4, [10, 5, 7, 8, 1], 80]
[7, [2, 3, 6, 10, 8], 80]
