[1, [7, 6, 4, 9, 8], 40]
[9, [4, 7, 1, 2, 3], 40]
[1, [8, 6, 7, 2, 10], 40]
[3, [8, 10, 1, 6, 2], 40]
[11, [1, 4, 9, 8, 2], 40]
[3, [2, 5, 8, 1, 9], 40]
[10, [2, 1, 4, 6, 8], 40]
[6, [3, 9, 4, 5, 1], 40]
[7, [9, 4, 2, 8, 1], 40]
[11, [3, 1, 8, 5, 4], 40]
[6, [2, 7, 1, 5, 3], 40]
[10, [4, 3, 6, 8, 5], 40]
[1, [3, 4, 2, 10, 7], 40]
[5, [7, 10, 6, 2, 9], 40]
[8, [7, 10, 9, 1, 2], 40]
[3, [4, 2, 5, 1, 8], 40]
[3, [9, 10, 6, 2, 8], 40]
[4, [3, 1, 8, 2, 10], 40]
[3, [5, 6, 10, 1, 2], 40]
[2, [7, 3, 8, 10, 4], 40]
[2, [1, 10, 3, 7, 8], 40]
[6, [9, 1, 8, 4, 5], 40]
[2, [5, 1, 6, 8, 9], 40]
[3, [6, 8, 9, 10, 7], 40]
[7, [3, 5, 10, 2, 9], 40]
[4, [3, 6, 10, 8, 7], 40]
[3, [2, 6, 5, 8, 9], 40]
[4, [8, 10, 7, 5, 9], 40]
[11, [7, 9, 6, 4, 5], 40]
[5, [9, 1, 8, 10, 7], 40]
[4, [3, 10, 8, 7, 5], 40]
[8, [6, 7, 10, 3, 5], 40]
[11, [5, 6, 2, 1, 10], 40]
[5, [4, 3, 7, 8, 1], 40]
[6, [1, 4, 5, 10, 3], 40]
[5, [4, 10, 9, 6, 8], 40]
[2, [1, 9, 5, 6, 10], 40]
[4, [8, 10, 3, 6, 7], 40]
[8, [3, 1, 9, 7, 6], 40]
[6, [4, 8, 9, 5, 2], 40]
[8, [9, 2, 7, 4, 10], 40]
[3, [2, 7, 1, 6, 10], 40]
[6, [2, 7, 8, 4, 3], 40]
[7, [8, 5, 9, 6, 4], 40]
[2, [3, 10, 8, 1, 4], 40]
[1, [6, 5, 7, 10, 9], 40]
[11, [8, 9, 3, 7, 6], 40]
[5, [10, 1, 8, 6, 2], 40]
[9, [7, 6, 8, 10, 1], 40]
[5, [4, 9, 7, 8, 10], 40]
[9, [3, 7, 2, 1, 5], 40]
[2, [1, 3, 5, 10, 6], 40]
[3, [8, 9, 2, 1, 7], 40]
[11, [10, 3, 1, 9, 6], 40]
[9, [5, 7, 2, 4, 10], 40]
[9, [10, 5, 6, 8, 3], 40]
[8, [3, 10, 6, 9, 2], 40]
[2, [7, 1, 10, 4, 3], 40]
[8, [1, 3, 2, 7, 10], 40]
[1, [4, 8, 10, 2, 5], 40]
[7, [9, 4, 5, 2, 3], 40]
[2, [9, 3, 7, 8, 6], 40]
[2, [1, 3, 10, 9, 4], 40]
[6, [5, 8, 1, 7, 4], 40]
[1, [3, 10, 9, 4, 7], 40]
[3, [6, 5, 1, 7, 8], 40]
[4, [7, 8, 6, 1, 2], 40]
[2, [3, 5, 8, 1, 7], 40]
[10, [3, 5, 2, 1, 8], 40]
[5, [7, 1, 6, 3, 8], 40]
[2, [3, 8, 5, 4, 6], 40]
[2, [4, 3, 9, 7, 10], 40]
[9, [4, 7, 3, 2, 1], 40]
[10, [9, 7, 2, 5, 6], 40]
[8, [10, 7, 4, 1, 9], 40]
[4, [10, 3, 6, 8, 2], 40]
[10, [7, 1, 6, 2, 5], 40]
[2, [3, 8, 9, 6, 5], 40]
[4, [9, 10, 3, 1, 5], 40]
[8, [10, 5, 6, 3, 2], 40]
[4, [5, 2, 7, 1, 6], 40]
[11, [10, 6, 3, 2, 4], 40]
[9, [3, 7, 8, 6, 4], 40]
[8, [6, 4, 7, 9, 3], 40]
[5, [8, 10, 7, 4, 2], 40]
[5, [1, 6, 9, 8, 3], 40]
[4, [9, 7, 2, 1, 3], 40]
[8, [3, 1, 10, 9, 4], 40]
[4, [3, 5, 8, 6, 1], 40]
[6, [8, 2, 7, 5, 4], 40]
[2, [4, 5, 7, 8, 10], 40]
[11, [5, 8, 2, 1, 6], 40]
[6, [1, 8, 5, 4, 3], 40]
[7, [10, 3, 4, 9, 6], 40]
[11, [5, 8, 7, 3, 2], 40]
[9, [6, 1, 4, 8, 5], 40]
[4, [9, 7, 3, 1, 6], 40]
[11, [7, 2, 5, 9, 3], 40]
[10, [1, 3, 2, 9, 5], 40]
[9, [5, 7, 8, 10, 4], 40]
[10, [5, 9, 3, 7, 1], 40]
[5, [4, 10, 6, 7, 8], 40]
[7, [6, 1, 5, 8, 10], 40]
[4, [2, 6, 7, 9, 8], 40]
[7, [10, 1, 9, 5, 3], 40]
[1, [5, 2, 9, 10, 6], 40]
[11, [10, 6, 4, 2, 5], 40]
[4, [9, 3, 5, 8, 7], 40]
[1, [5, 6, 7, 8, 9], 40]
[4, [9, 3, 6, 10, 5], 40]
[4, [3, 5, 9, 10, 1], 40]
[3, [9, 1, 4, 2, 8], 40]
[5, [7, 4, 2, 9, 1], 40]
[7, [5, 3, 1, 4, 9], 40]
[5, [1, 6, 3, 9, 2], 40]
[4, [6, 10, 1, 9, 8], 40]
[8, [9, 10, 2, 4, 6], 40]
[10, [2, 6, 9, 1, 4], 40]
[11, [1, 8, 2, 3, 10], 40]
[8, [6, 9, 5, 2, 4], 40]
[10, [9, 1, 2, 6, 8], 40]
[9, [10, 6, 4, 5, 2], 40]
[1, [4, 6, 2, 5, 10], 40]
[4, [6, 1, 9, 3, 8], 40]
[2, [3, 4, 10, 9, 5], 40]
[8, [3, 4, 2, 1, 10], 40]
[10, [9, 1, 3, 4, 8], 40]
[9, [10, 7, 3, 6, 2], 40]
[10, [3, 8, 5, 2, 6], 40]
[10, [5, 8, 6, 7, 9], 40]
[11, [1, 7, 6, 8, 4], 40]
[9, [8, 4, 3, 5, 6], 40]
[2, [7, 8, 3, 4, 6], 40]
[7, [10, 4, 9, 3, 2], 40]
[1, [6, 3, 2, 4, 8], 40]
[1, [6, 2, 3, 7, 10], 40]
[2, [10, 1, 3, 5, 9], 40]
[5, [1, 6, 4, 2, 9], 40]
