[9, [7, 5, 2, 1, 3], 160]
[2, [5, 10, 9, 1, 3], 80]
[3, [10, 5, 8, 9, 6], 80]
[3, [1, 10, 9, 7, 2], 120]
[11, [10, 1, 4, 8, 3], 120]
[4, [10, 3, 6, 7, 5], 160]
[8, [5, 7, 10, 6, 4], 120]
[6, [7, 8, 10, 3, 9], 40]
[11, [7, 9, 1, 2, 10], 160]
[11, [8, 10, 3, 9, 7], 160]
[4, [1, 5, 10, 6, 7], 40]
[3, [8, 2, 9, 5, 10], 120]
[9, [4, 1, 10, 5, 8], 80]
[5, [2, 4, 9, 7, 10], 40]
[7, [5, 9, 6, 4, 2], 80]
[7, [8, 9, 3, 1, 10], 80]
[2, [3, 5, 10, 7, 1], 80]
[5, [8, 1, 2, 4, 6], 40]
[10, [8, 5, 2, 1, 3], 120]
[4, [2, 8, 1, 5, 9], 120]
[6, [1, 4, 5, 8, 3], 40]
[11, [4, 3, 9, 6, 7], 160]
[6, [3, 1, 7, 10, 8], 160]
[1, [4, 5, 9, 2, 6], 80]
[10, [3, 5, 7, 9, 6], 80]
[5, [8, 2, 3, 6, 1], 40]
[5, [3, 10, 9, 4, 2], 160]
[7, [3, 9, 6, 5, 2], 80]
[11, [10, 7, 3, 6, 9], 160]
[11, [8, 4, 3, 1, 2], 160]
[8, [9, 3, 7, 6, 10], 160]
[7, [2, 4, 9, 5, 8], 120]
[4, [7, 9, 10, 2, 8], 80]
[7, [5, 2, 8, 9, 6], 120]
[5, [4, 7, 9, 1, 10], 80]
[3, [1, 10, 6, 7, 8], 80]
[8, [9, 10, 1, 7, 4], 160]
[2, [8, 3, 10, 4, 6], 160]
[10, [5, 9, 6, 4, 1], 40]
[6, [2, 10, 4, 8, 3], 80]
[1, [3, 5, 7, 9, 4], 120]
[8, [9, 4, 5, 2, 1], 120]
[6, [7, 9, 4, 5, 3], 80]
[6, [4, 5, 7, 1, 10], 160]
[7, [9, 6, 1, 8, 4], 40]
[1, [10, 3, 6, 5, 4], 120]
[11, [5, 4, 2, 6, 7], 120]
[10, [2, 9, 5, 7, 1], 160]
[1, [7, 4, 2, 6, 5], 160]
[5, [4, 7, 1, 6, 8], 80]
