[2, [5, 4, 3, 7, 10], 80]
[4, [2, 8, 3, 7, 6], 80]
[10, [4, 5, 7, 9, 8], 80]
[4, [7, 1, 3, 8, 5], 80]
[10, [5, 1, 6, 2, 8], 80]
[11, [5, 9, 4, 6, 8], 80]
[10, [3, 6, 8, 2, 9], 80]
[5, [10, 9, 8, 6, 3], 80]
[7, [9, 6, 3, 4, 2], 80]
[2, [3, 10, 8, 9, 6], 80]
[9, [10, 5, 2, 1, 7], 80]
[3, [1, 5, 6, 4, 7], 80]
[10, [5, 7, 2, 1, 3], 80]
[7, [4, 1, 8, 6, 9], 80]
[5, [6, 1, 10, 3, 2], 80]
[1, [9, 5, 10, 7, 6], 80]
[4, [9, 5, 2, 1, 10], 80]
[8, [6, 1, 3, 9, 7], 80]
[4, [7, 2, 9, 6, 1], 80]
[5, [4, 3, 7, 1, 9], 80]
[7, [3, 2, 9, 4, 8], 80]
[8, [1, 5, 2, 6, 9], 80]
[4, [6, 1, 3, 9, 10], 80]
[9, [10, 2, 7, 1, 3], 80]
[4, [10, 3, 8, 1, 7], 80]
[3, [6, 9, 5, 8, 2], 80]
[4, [5, 10, 2, 6, 7], 80]
[5, [4, 9, 2, 8, 3], 80]
[11, [1, 3, 6, 2, 5], 80]
[6, [9, 3, 7, 4, 5], 80]
[1, [10, 4, 5, 3, 9], 80]
[10, [2, 1, 7, 8, 4], 80]
[11, [8, 3, 5, 6, 9], 80]
[4, [8, 2, 1, 9, 3], 80]
[5, [1, 3, 7, 2, 8], 80]
[9, [4, 6, 2, 3, 5], 80]
[4, [7, 6, 5, 2, 8], 80]
[4, [3, 10, 6, 5, 2], 80]
[2, [4, 5, 7, 10, 9], 80]
[10, [9, 4, 1, 7, 2], 80]
[1, [4, 10, 3, 2, 7], 80]
[9, [4, 6, 5, 10, 1], 80]
[1, [3, 7, 2, 5, 9], 80]
[6, [2, 9, 3, 8, 4], 80]
[11, [1, 9, 8, 10, 5], 80]
[5, [2, 6, 7, 9, 8], 80]
[2, [10, 3, 5, 6, 4], 80]
[4, [6, 10, 3, 5, 9], 80]
[3, [4, 10, 2, 1, 6], 80]
[5, [1, 3, 9, 7, 8], 80]
[9, [4, 2, 8, 3, 5], 80]
[2, [4, 8, 9, 7, 6], 80]
[6, [9, 1, 5, 10, 8], 80]
[11, [8, 2, 4, 3, 9], 80]
[11, [1, 10, 8, 4, 2], 80]
[9, [2, 4, 6, 8, 1], 80]
[11, [2, 6, 3, 1, 4], 80]
[4, [10, 8, 7, 1, 9], 80]
[4, [1, 5, 8, 6, 7], 80]
[9, [8, 6, 4, 1, 7], 80]
[10, [2, 3, 7, 4, 5], 80]
[9, [5, 7, 10, 2, 4], 80]
[5, [2, 6, 9, 4, 1], 80]
[6, [9, 10, 3, 2, 5], 80]
[2, [10, 7, 9, 3, 1], 80]
[3, [7, 1, 4, 8, 10], 80]
[7, [2, 6, 10, 5, 9], 80]
[2, [4, 7, 5, 3, 1], 80]
[2, [8, 6, 5, 10, 4], 80]
[8, [4, 1, 7, 10, 9], 80]
[2, [10, 9, 3, 6, 7], 80]
[1, [10, 3, 4, 9, 2], 80]
[2, [1, 4, 3, 7, 9], 80]
[2, [9, 5, 10, 8, 3], 80]
[6, [2, 7, 8, 3, 1], 80]
[3, [2, 1, 9, 4, 10], 80]
[5, [3, 9, 4, 2, 10], 80]
[5, [1, 7, 8, 2, 9], 80]
[9, [1, 7, 2, 8, 10], 80]
[4, [6, 2, 10, 1, 3], 80]
[8, [7, 4, 6, 9, 10], 80]
[8, [5, 9, 7, 4, 2], 80]
[11, [2, 1, 3, 8, 7], 80]
[7, [6, 3, 8, 10, 4], 80]
[8, [7, 1, 4, 9, 2], 80]
[3, [8, 10, 6, 9, 1], 80]
[1, [2, 3, 9, 8, 7], 80]
[8, [9, 1, 2, 6, 3], 80]
[11, [5, 3, 8, 2, 1], 80]
[4, [7, 6, 9, 10, 2], 80]
[1, [5, 3, 10, 7, 6], 80]
[5, [9, 10, 4, 6, 2], 80]
[7, [4, 6, 2, 10, 1], 80]
[5, [8, 7, 4, 9, 3], 80]
[1, [7, 10, 4, 3, 2], 80]
[10, [8, 1, 9, 5, 2], 80]
[9, [2, 10, 7, 4, 3], 80]
[11, [5, 7, 6, 3, 4], 80]
[4, [8, 7, 2, 10, 9], 80]
[2, [5, 4, 10, 7, 9], 80]
