[10, [6, 2, 1, 4, 9], 120]
[1, [3, 2, 5, 4, 10], 120]
[7, [8, 10, 4, 1, 6], 120]
[7, [2, 5, 8, 3, 1], 120]
[7, [3, 1, 9, 2, 10], 120]
[2, [9, 3, 4, 8, 6], 120]
[7, [8, 2, 3, 9, 10], 120]
[4, [3, 9, 1, 8, 5], 120]
[10, [1, 9, 5, 7, 2], 120]
[11, [7, 8, 2, 3, 6], 120]
[4, [1, 7, 8, 3, 10], 120]
[1, [7, 3, 9, 4, 5], 120]
[5, [7, 9, 4, 2, 1], 120]
[7, [8, 9, 10, 1, 3], 120]
[8, [2, 1, 4, 9, 3], 120]
[2, [8, 10, 7, 4, 3], 120]
[1, [2, 10, 7, 8, 3], 120]
[11, [4, 8, 10, 2, 1], 120]
[1, [6, 10, 8, 2, 5], 120]
[8, [10, 6, 5, 4, 9], 120]
[11, [4, 10, 6, 5, 7], 120]
[2, [7, 6, 8, 4, 5], 120]
[3, [4, 5, 6, 1, 7], 120]
[3, [5, 2, 8, 7, 9], 120]
[7, [10, 4, 8, 3, 9], 120]
[7, [8, 5, 9, 4, 10], 120]
[8, [2, 6, 4, 1, 3], 120]
[1, [5, 6, 2, 7, 8], 120]
[3, [6, 7, 1, 5, 2], 120]
[1, [7, 10, 5, 3, 2], 120]
[9, [8, 7, 5, 1, 6], 120]
[9, [5, 6, 10, 3, 7], 120]
[8, [4, 9, 2, 7, 3], 120]
[10, [2, 8, 1, 3, 7], 120]
[1, [8, 6, 10, 7, 9], 120]
[1, [4, 3, 10, 5, 7], 120]
[10, [2, 7, 8, 3, 9], 120]
[2, [9, 8, 7, 1, 5], 120]
[8, [10, 7, 5, 4, 1], 120]
[7, [5, 1, 10, 4, 3], 120]
[6, [3, 5, 1, 10, 7], 120]
[9, [1, 5, 7, 2, 6], 120]
[10, [7, 3, 5, 2, 8], 120]
[1, [6, 4, 2, 9, 5], 120]
[4, [6, 9, 2, 1, 3], 120]
[5, [1, 9, 3, 7, 4], 120]
[1, [3, 4, 5, 9, 6], 120]
[5, [1, 10, 8, 7, 3], 120]
[5, [3, 4, 7, 6, 2], 120]
[8, [7, 9, 2, 6, 4], 120]
