[10, [3, 6, 7, 8, 2], 120]
[5, [1, 6, 10, 2, 3], 120]
[6, [5, 8, 2, 7, 10], 120]
[7, [4, 6, 10, 2, 9], 120]
[8, [9, 3, 6, 2, 7], 120]
[3, [10, 8, 5, 1, 2], 120]
[5, [3, 8, 7, 9, 10], 120]
[1, [10, 7, 9, 4, 8], 120]
[9, [5, 8, 7, 3, 6], 120]
[5, [9, 6, 4, 10, 8], 120]
[3, [9, 4, 5, 1, 2], 120]
[3, [8, 6, 2, 7, 1], 120]
[4, [7, 5, 3, 9, 2], 120]
[6, [1, 10, 5, 9, 4], 120]
[1, [3, 10, 9, 2, 7], 120]
[7, [4, 8, 10, 3, 9], 120]
[6, [8, 9, 10, 5, 2], 120]
[8, [7, 1, 3, 4, 9], 120]
[3, [9, 7, 10, 6, 5], 120]
[8, [1, 9, 7, 10, 2], 120]
[3, [5, 7, 2, 6, 10], 120]
[1, [4, 2, 8, 5, 9], 120]
[3, [7, 2, 9, 4, 5], 120]
[8, [3, 10, 1, 2, 5], 120]
[3, [2, 10, 9, 1, 4], 120]
[11, [2, 9, 8, 7, 6], 120]
[2, [4, 3, 6, 8, 7], 120]
[5, [6, 2, 1, 8, 10], 120]
[7, [10, 6, 1, 4, 2], 120]
[3, [10, 4, 8, 5, 6], 120]
[6, [1, 8, 5, 4, 2], 120]
[11, [4, 1, 5, 8, 10], 120]
[11, [8, 2, 7, 4, 10], 120]
[4, [9, 3, 8, 1, 2], 120]
[2, [5, 9, 3, 7, 8], 120]
[2, [6, 1, 4, 3, 5], 120]
[7, [6, 4, 2, 1, 5], 120]
[10, [6, 4, 3, 1, 8], 120]
[4, [8, 10, 2, 9, 1], 120]
[1, [4, 3, 7, 5, 10], 120]
[7, [4, 2, 3, 8, 6], 120]
[11, [10, 9, 6, 4, 1], 120]
[6, [4, 5, 1, 3, 7], 120]
[7, [8, 5, 2, 4, 6], 120]
[10, [1, 3, 5, 8, 7], 120]
[5, [8, 1, 7, 3, 10], 120]
[7, [2, 6, 10, 4, 9], 120]
[11, [1, 9, 7, 2, 4], 120]
[2, [4, 9, 7, 1, 5], 120]
[6, [4, 8, 3, 2, 10], 120]
[10, [1, 3, 6, 9, 5], 120]
[2, [8, 1, 3, 6, 7], 120]
[7, [3, 5, 2, 8, 6], 120]
[6, [8, 10, 3, 7, 4], 120]
[4, [6, 1, 5, 9, 7], 120]
[9, [4, 7, 10, 3, 2], 120]
[4, [6, 5, 7, 1, 9], 120]
[9, [3, 2, 10, 5, 6], 120]
[8, [5, 7, 9, 10, 4], 120]
[4, [9, 7, 10, 3, 2], 120]
[10, [8, 9, 3, 1, 7], 120]
[7, [5, 8, 3, 2, 9], 120]
[6, [8, 7, 9, 5, 1], 120]
[6, [8, 9, 10, 1, 4], 120]
[4, [10, 6, 5, 8, 9], 120]
[2, [7, 3, 5, 8, 1], 120]
[10, [7, 5, 6, 2, 3], 120]
[2, [5, 8, 3, 9, 4], 120]
[4, [3, 9, 8, 10, 5], 120]
[2, [6, 4, 3, 5, 8], 120]
[5, [9, 2, 7, 8, 10], 120]
[11, [9, 2, 10, 7, 5], 120]
[8, [7, 1, 5, 2, 4], 120]
[10, [6, 4, 9, 2, 5], 120]
[3, [2, 9, 1, 10, 7], 120]
[2, [1, 3, 4, 7, 10], 120]
[8, [5, 7, 9, 10, 4], 120]
[2, [1, 7, 5, 6, 10], 120]
[6, [10, 2, 8, 4, 5], 120]
[11, [5, 2, 3, 10, 8], 120]
[10, [9, 3, 4, 2, 5], 120]
[11, [8, 2, 5, 9, 6], 120]
[8, [4, 10, 2, 7, 1], 120]
[10, [1, 9, 2, 5, 7], 120]
[4, [8, 7, 3, 1, 9], 120]
[9, [1, 7, 10, 4, 8], 120]
[11, [3, 7, 4, 1, 6], 120]
[11, [9, 8, 2, 4, 5], 120]
[3, [10, 5, 6, 7, 1], 120]
[1, [7, 4, 6, 3, 8], 120]
[6, [1, 5, 3, 9, 4], 120]
[6, [4, 8, 2, 1, 10], 120]
[10, [6, 5, 4, 7, 2], 120]
[6, [8, 5, 10, 4, 9], 120]
[3, [5, 1, 8, 6, 4], 120]
[7, [2, 3, 9, 10, 4], 120]
[4, [6, 3, 5, 7, 2], 120]
[9, [4, 6, 2, 10, 1], 120]
[9, [5, 4, 2, 3, 10], 120]
[7, [1, 4, 5, 10, 3], 120]
