[10, [3, 9, 1, 2, 6], 40]
[3, [6, 7, 2, 1, 9], 40]
[4, [10, 8, 6, 7, 3], 40]
[7, [3, 8, 1, 10, 4], 40]
[8, [4, 10, 1, 5, 6], 40]
[11, [4, 1, 8, 9, 6], 40]
[11, [6, 8, 2, 4, 9], 40]
[5, [3, 7, 10, 6, 9], 40]
[7, [6, 9, 1, 5, 4], 40]
[8, [1, 7, 3, 5, 10], 40]
[7, [10, 6, 9, 5, 1], 40]
[2, [5, 9, 6, 8, 10], 40]
[10, [4, 7, 6, 8, 1], 40]
[6, [1, 4, 10, 3, 9], 40]
[4, [6, 7, 5, 9, 10], 40]
[11, [10, 8, 5, 2, 4], 40]
[4, [7, 1, 6, 8, 9], 40]
[5, [7, 3, 1, 10, 8], 40]
[6, [9, 3, 8, 4, 1], 40]
[5, [6, 7, 4, 8, 2], 40]
[10, [1, 5, 3, 7, 8], 40]
[1, [6, 9, 2, 4, 8], 40]
[10, [1, 4, 8, 5, 6], 40]
[11, [4, 5, 7, 8, 6], 40]
[10, [3, 5, 2, 1, 4], 40]
[6, [9, 1, 3, 8, 10], 40]
[9, [10, 7, 8, 2, 3], 40]
[6, [7, 3, 5, 2, 10], 40]
[7, [8, 9, 10, 1, 6], 40]
[11, [7, 5, 9, 1, 10], 40]
[4, [6, 3, 5, 8, 7], 40]
[6, [7, 4, 3, 5, 9], 40]
[2, [6, 7, 8, 4, 10], 40]
[4, [7, 10, 6, 8, 1], 40]
[1, [5, 4, 7, 2, 6], 40]
[4, [3, 2, 7, 9, 1], 40]
[5, [1, 6, 8, 3, 4], 40]
[7, [5, 10, 4, 1, 3], 40]
[5, [8, 6, 9, 1, 4], 40]
[8, [9, 7, 1, 10, 2], 40]
[5, [3, 6, 9, 2, 10], 40]
[9, [10, 6, 5, 2, 8], 40]
[7, [10, 4, 8, 1, 6], 40]
[7, [4, 10, 3, 2, 6], 40]
[9, [2, 3, 4, 6, 7], 40]
[6, [9, 1, 7, 3, 2], 40]
[4, [10, 5, 6, 2, 9], 40]
[5, [4, 7, 9, 8, 2], 40]
[10, [6, 7, 4, 5, 2], 40]
[8, [9, 10, 5, 1, 7], 40]
