[3, [23, 13, 4, 2, 15], 40]
[5, [7, 14, 6, 20, 2], 40]
[3, [9, 16, 4, 18, 11], 40]
[2, [7, 12, 5, 10, 15], 40]
[19, [7, 5, 8, 13, 23], 40]
[1, [5, 19, 9, 21, 23], 40]
[21, [15, 14, 11, 16, 7], 40]
[11, [4, 17, 22, 15, 21], 40]
[15, [22, 16, 4, 18, 17], 40]
[2, [13, 10, 23, 6, 12], 40]
[19, [2, 9, 7, 4, 13], 40]
[19, [12, 1, 10, 5, 20], 40]
[2, [13, 5, 9, 16, 11], 40]
[19, [4, 21, 8, 10, 16], 40]
[21, [2, 11, 12, 10, 6], 40]
[5, [20, 18, 2, 8, 10], 40]
[6, [23, 16, 17, 14, 20], 40]
[11, [8, 19, 12, 4, 23], 40]
[16, [21, 5, 12, 4, 18], 40]
[13, [7, 2, 20, 19, 10], 40]
[5, [22, 15, 9, 21, 13], 40]
[12, [14, 3, 1, 13, 4], 40]
[5, [10, 18, 7, 13, 21], 40]
[20, [4, 12, 19, 8, 6], 40]
[14, [11, 4, 12, 3, 5], 40]
[6, [11, 7, 3, 8, 13], 40]
[20, [5, 7, 13, 8, 6], 40]
[13, [5, 22, 1, 4, 19], 40]
[10, [19, 17, 21, 3, 4], 40]
[1, [22, 21, 4, 9, 12], 40]
[24, [5, 16, 2, 22, 18], 40]
[18, [8, 10, 14, 22, 15], 40]
[10, [5, 12, 2, 20, 23], 40]
[20, [5, 13, 3, 21, 14], 40]
[16, [1, 2, 22, 3, 13], 40]
[12, [4, 22, 11, 20, 18], 40]
[16, [6, 9, 13, 11, 12], 40]
[7, [6, 12, 8, 19, 1], 40]
[24, [7, 6, 3, 14, 5], 40]
[24, [9, 1, 12, 11, 14], 40]
[3, [22, 16, 13, 7, 17], 40]
[8, [9, 23, 15, 18, 11], 40]
[2, [8, 19, 18, 1, 11], 40]
[5, [1, 12, 10, 16, 21], 40]
[14, [15, 11, 7, 3, 1], 40]
[2, [19, 15, 11, 9, 22], 40]
[21, [6, 8, 23, 9, 1], 40]
[24, [20, 9, 17, 5, 23], 40]
[11, [18, 16, 15, 14, 7], 40]
[2, [10, 7, 17, 21, 18], 40]
[15, [4, 10, 14, 1, 8], 40]
[6, [3, 15, 11, 19, 18], 40]
[8, [2, 23, 18, 16, 22], 40]
[11, [8, 18, 14, 21, 6], 40]
[21, [8, 23, 1, 12, 15], 40]
[6, [4, 20, 15, 8, 11], 40]
[5, [22, 2, 10, 11, 19], 40]
[2, [17, 15, 21, 14, 19], 40]
[11, [15, 2, 16, 14, 13], 40]
[12, [17, 21, 18, 10, 8], 40]
[23, [20, 4, 19, 14, 9], 40]
[21, [19, 14, 10, 16, 1], 40]
[22, [7, 15, 4, 12, 13], 40]
[24, [9, 4, 11, 20, 3], 40]
[18, [20, 4, 15, 8, 3], 40]
[24, [13, 6, 12, 5, 21], 40]
[3, [7, 12, 19, 1, 15], 40]
[16, [22, 14, 19, 21, 3], 40]
[14, [20, 17, 7, 9, 5], 40]
[18, [23, 19, 13, 14, 12], 40]
[15, [11, 20, 13, 12, 10], 40]
[4, [8, 21, 1, 9, 6], 40]
[11, [23, 14, 19, 20, 7], 40]
[21, [7, 5, 11, 2, 13], 40]
[4, [2, 18, 20, 21, 15], 40]
[6, [7, 16, 23, 21, 12], 40]
[3, [7, 11, 23, 18, 20], 40]
[16, [1, 12, 23, 17, 2], 40]
[23, [8, 2, 19, 4, 18], 40]
[13, [1, 10, 14, 19, 16], 40]
[14, [5, 21, 20, 9, 11], 40]
[14, [2, 18, 12, 9, 22], 40]
[7, [1, 18, 12, 16, 10], 40]
[1, [18, 11, 2, 10, 20], 40]
[1, [12, 16, 20, 7, 10], 40]
[6, [4, 7, 3, 2, 16], 40]
[6, [11, 3, 17, 9, 18], 40]
[15, [2, 3, 13, 14, 10], 40]
[2, [10, 8, 7, 16, 21], 40]
[5, [10, 13, 22, 1, 15], 40]
[12, [18, 16, 8, 23, 22], 40]
[15, [18, 9, 16, 4, 6], 40]
[19, [4, 3, 15, 7, 14], 40]
[9, [16, 21, 18, 1, 22], 40]
[2, [1, 7, 6, 8, 17], 40]
[20, [18, 14, 19, 21, 12], 40]
[11, [19, 16, 3, 15, 6], 40]
[6, [20, 1, 22, 4, 17], 40]
[13, [1, 7, 11, 23, 5], 40]
[16, [6, 4, 21, 1, 15], 40]
[7, [15, 2, 20, 6, 8], 40]
[7, [15, 11, 6, 3, 23], 40]
[15, [2, 9, 22, 23, 4], 40]
[11, [5, 19, 8, 15, 12], 40]
[23, [15, 3, 9, 14, 18], 40]
[1, [17, 13, 18, 12, 8], 40]
[4, [13, 11, 23, 20, 21], 40]
[15, [4, 18, 21, 16, 23], 40]
[4, [21, 12, 16, 20, 9], 40]
[18, [22, 11, 8, 2, 14], 40]
[8, [7, 13, 14, 18, 5], 40]
[18, [10, 1, 9, 15, 13], 40]
[13, [20, 1, 6, 16, 15], 40]
[6, [2, 7, 23, 8, 12], 40]
[12, [4, 11, 23, 14, 18], 40]
[23, [18, 14, 2, 22, 11], 40]
[17, [5, 16, 1, 22, 18], 40]
[4, [10, 13, 2, 21, 15], 40]
[20, [18, 6, 11, 4, 12], 40]
[13, [2, 14, 19, 16, 20], 40]
[9, [6, 23, 19, 21, 14], 40]
[22, [13, 10, 1, 18, 21], 40]
[7, [9, 11, 8, 5, 10], 40]
[4, [17, 6, 23, 9, 8], 40]
[10, [5, 18, 2, 1, 6], 40]
[15, [13, 17, 3, 22, 9], 40]
[24, [20, 4, 21, 12, 11], 40]
[6, [1, 9, 2, 3, 22], 40]
[18, [14, 8, 21, 2, 19], 40]
[12, [10, 23, 6, 22, 1], 40]
[5, [17, 16, 3, 1, 7], 40]
[5, [1, 9, 21, 14, 18], 40]
[10, [9, 6, 22, 14, 3], 40]
[5, [23, 13, 1, 11, 12], 40]
[1, [10, 2, 3, 7, 20], 40]
[22, [2, 7, 8, 1, 21], 40]
[13, [7, 4, 2, 23, 17], 40]
[11, [9, 4, 19, 5, 20], 40]
[19, [2, 23, 5, 3, 17], 40]
