[19, [18, 2, 10, 23, 21], 40]
[6, [22, 23, 21, 3, 15], 40]
[5, [12, 7, 4, 20, 15], 40]
[2, [11, 15, 10, 16, 17], 40]
[23, [13, 5, 17, 3, 22], 40]
[21, [20, 11, 5, 12, 22], 40]
[13, [7, 19, 1, 2, 6], 40]
[4, [14, 5, 9, 18, 12], 40]
[22, [12, 20, 1, 19, 13], 40]
[5, [7, 3, 1, 14, 12], 40]
[17, [16, 20, 21, 1, 19], 40]
[8, [16, 13, 6, 20, 12], 40]
[1, [8, 21, 22, 5, 4], 40]
[24, [17, 23, 2, 21, 5], 40]
[11, [16, 1, 8, 20, 12], 40]
[10, [20, 14, 21, 17, 15], 40]
[17, [6, 4, 9, 1, 16], 40]
[16, [1, 7, 22, 11, 9], 40]
[2, [21, 10, 9, 20, 22], 40]
[10, [23, 13, 18, 16, 12], 40]
[12, [13, 22, 8, 23, 21], 40]
[15, [23, 14, 22, 5, 6], 40]
[11, [4, 10, 17, 1, 13], 40]
[18, [5, 21, 20, 8, 3], 40]
[11, [3, 8, 17, 12, 21], 40]
[22, [11, 21, 18, 23, 2], 40]
[24, [2, 8, 3, 13, 10], 40]
[16, [22, 21, 7, 4, 10], 40]
[20, [9, 19, 15, 22, 16], 40]
[4, [12, 15, 19, 10, 11], 40]
[7, [18, 15, 17, 10, 20], 40]
[11, [7, 14, 5, 20, 2], 40]
[8, [19, 15, 13, 20, 9], 40]
[11, [8, 15, 21, 22, 2], 40]
[22, [10, 14, 18, 20, 23], 40]
[22, [20, 13, 23, 16, 2], 40]
[15, [13, 1, 8, 2, 9], 40]
[1, [9, 5, 13, 11, 2], 40]
[8, [16, 10, 23, 11, 2], 40]
[11, [1, 14, 10, 19, 21], 40]
[19, [11, 17, 1, 6, 3], 40]
[4, [12, 15, 9, 18, 3], 40]
[7, [11, 3, 23, 9, 5], 40]
[15, [1, 13, 12, 19, 21], 40]
[2, [19, 11, 4, 12, 9], 40]
[7, [15, 1, 14, 20, 8], 40]
[24, [13, 4, 7, 11, 9], 40]
[10, [17, 16, 12, 13, 15], 40]
[14, [4, 20, 16, 10, 23], 40]
[14, [12, 23, 6, 7, 19], 40]
