[5, [16, 7, 21, 4, 8], 120]
[9, [19, 18, 11, 14, 17], 80]
[3, [14, 23, 21, 8, 19], 120]
[10, [18, 8, 16, 20, 17], 120]
[17, [22, 18, 6, 14, 5], 160]
[24, [22, 18, 16, 20, 6], 40]
[6, [14, 21, 16, 3, 15], 120]
[8, [10, 23, 9, 5, 7], 40]
[21, [19, 6, 12, 14, 3], 120]
[13, [19, 3, 5, 8, 15], 120]
[20, [11, 23, 10, 9, 12], 160]
[1, [22, 9, 23, 18, 12], 40]
[4, [17, 6, 23, 14, 18], 80]
[14, [1, 22, 5, 18, 19], 40]
[8, [6, 10, 9, 15, 3], 120]
[5, [18, 23, 22, 7, 2], 160]
[11, [3, 15, 22, 1, 19], 160]
[17, [10, 16, 13, 5, 6], 160]
[15, [10, 11, 19, 16, 5], 40]
[21, [9, 22, 12, 8, 6], 160]
[8, [6, 12, 13, 2, 3], 80]
[23, [4, 19, 5, 18, 21], 80]
[22, [20, 8, 12, 19, 23], 120]
[7, [14, 22, 18, 10, 3], 80]
[8, [17, 10, 3, 12, 14], 80]
[23, [22, 2, 4, 14, 17], 120]
[19, [1, 20, 7, 5, 9], 80]
[8, [19, 16, 22, 9, 7], 120]
[2, [16, 3, 21, 10, 13], 160]
[16, [18, 23, 17, 21, 11], 40]
[8, [5, 3, 22, 10, 13], 120]
[9, [3, 13, 1, 18, 14], 160]
[16, [21, 2, 14, 18, 6], 120]
[16, [15, 4, 3, 20, 21], 80]
[9, [19, 5, 10, 11, 23], 40]
[12, [9, 3, 8, 1, 22], 160]
[24, [11, 18, 21, 6, 23], 120]
[14, [6, 2, 17, 9, 7], 40]
[4, [19, 18, 8, 16, 5], 40]
[23, [18, 19, 9, 4, 8], 160]
[8, [10, 18, 5, 11, 13], 40]
[4, [5, 19, 7, 13, 11], 120]
[12, [4, 8, 7, 1, 3], 120]
[16, [15, 1, 17, 3, 22], 160]
[7, [9, 5, 23, 6, 11], 160]
[2, [18, 17, 8, 9, 7], 40]
[4, [22, 15, 10, 9, 6], 160]
[14, [11, 21, 15, 7, 22], 40]
[4, [12, 18, 20, 7, 9], 120]
[12, [18, 3, 16, 14, 4], 40]
[5, [18, 4, 13, 14, 2], 80]
[9, [1, 20, 21, 5, 6], 40]
[8, [6, 18, 1, 3, 19], 160]
[6, [2, 18, 9, 13, 16], 160]
[2, [5, 12, 22, 9, 11], 160]
[7, [10, 3, 4, 16, 19], 120]
[19, [9, 8, 3, 2, 21], 80]
[7, [15, 19, 20, 10, 1], 120]
[23, [8, 11, 4, 16, 15], 80]
[3, [21, 17, 4, 20, 1], 160]
[18, [10, 17, 9, 2, 15], 40]
[22, [1, 18, 12, 11, 2], 160]
[13, [16, 11, 2, 18, 12], 80]
[2, [11, 22, 14, 18, 9], 40]
[18, [4, 10, 9, 15, 12], 120]
[21, [19, 20, 4, 10, 14], 40]
[9, [4, 6, 11, 15, 16], 40]
[2, [4, 13, 7, 5, 11], 40]
[5, [8, 9, 16, 19, 15], 120]
[7, [20, 13, 9, 17, 14], 160]
[18, [5, 12, 19, 8, 2], 120]
[6, [7, 15, 13, 16, 3], 40]
[8, [3, 14, 22, 15, 10], 40]
[19, [20, 1, 16, 8, 13], 120]
[2, [1, 16, 13, 14, 6], 80]
[5, [14, 11, 13, 2, 19], 160]
[15, [7, 18, 22, 6, 14], 40]
[16, [12, 1, 19, 13, 17], 80]
[10, [1, 21, 6, 20, 15], 120]
[13, [1, 18, 4, 17, 8], 160]
[7, [9, 11, 12, 2, 20], 80]
[6, [1, 17, 14, 20, 5], 40]
[11, [23, 8, 19, 13, 21], 80]
[24, [6, 8, 19, 9, 23], 40]
[20, [21, 10, 23, 1, 15], 120]
[1, [7, 22, 23, 6, 20], 120]
[13, [5, 11, 9, 6, 2], 160]
