[21, [3, 1, 17, 13, 12], 120]
[4, [22, 12, 17, 15, 3], 120]
[12, [7, 21, 14, 2, 11], 120]
[23, [4, 15, 17, 19, 1], 120]
[4, [3, 6, 17, 9, 2], 120]
[10, [7, 5, 13, 4, 9], 120]
[1, [17, 7, 23, 15, 2], 120]
[18, [3, 22, 7, 14, 16], 120]
[13, [18, 4, 9, 19, 7], 120]
[10, [8, 18, 21, 14, 16], 120]
[4, [3, 6, 21, 18, 17], 120]
[24, [15, 3, 21, 18, 19], 120]
[24, [1, 22, 17, 9, 12], 120]
[23, [15, 11, 22, 21, 1], 120]
[22, [4, 18, 12, 1, 17], 120]
[24, [4, 14, 19, 3, 10], 120]
[15, [21, 14, 11, 1, 9], 120]
[4, [23, 6, 22, 1, 7], 120]
[19, [6, 1, 9, 5, 8], 120]
[9, [11, 23, 10, 15, 13], 120]
[5, [10, 20, 18, 23, 12], 120]
[15, [21, 3, 4, 17, 13], 120]
[24, [10, 9, 17, 8, 16], 120]
[4, [2, 9, 16, 20, 1], 120]
[3, [11, 23, 6, 14, 10], 120]
[6, [22, 14, 2, 12, 18], 120]
[20, [18, 4, 1, 19, 23], 120]
[20, [7, 10, 16, 15, 4], 120]
[1, [23, 22, 19, 16, 4], 120]
[14, [10, 22, 4, 7, 15], 120]
[22, [20, 13, 4, 11, 21], 120]
[12, [4, 5, 13, 18, 16], 120]
[19, [11, 4, 13, 20, 8], 120]
[16, [12, 23, 4, 11, 21], 120]
[4, [3, 20, 9, 2, 16], 120]
[19, [10, 14, 21, 17, 23], 120]
[20, [15, 5, 12, 2, 21], 120]
[18, [1, 19, 12, 5, 7], 120]
[5, [3, 1, 11, 4, 19], 120]
[22, [21, 14, 8, 13, 4], 120]
[21, [1, 19, 9, 22, 7], 120]
[23, [19, 2, 6, 20, 22], 120]
[15, [2, 5, 8, 6, 18], 120]
[19, [7, 21, 22, 2, 5], 120]
[2, [10, 23, 11, 6, 12], 120]
[9, [20, 5, 17, 11, 21], 120]
[22, [21, 10, 11, 2, 6], 120]
[17, [15, 22, 7, 19, 4], 120]
[1, [15, 12, 14, 18, 10], 120]
[22, [17, 15, 9, 18, 4], 120]
[10, [12, 19, 11, 1, 23], 120]
[10, [5, 7, 8, 1, 12], 120]
[19, [1, 21, 6, 5, 13], 120]
[15, [19, 8, 2, 21, 11], 120]
[14, [19, 17, 5, 9, 22], 120]
[5, [2, 22, 21, 19, 10], 120]
[13, [11, 5, 15, 18, 2], 120]
[22, [14, 12, 10, 2, 7], 120]
[15, [19, 14, 20, 16, 22], 120]
[21, [19, 14, 20, 1, 13], 120]
[23, [1, 3, 18, 5, 8], 120]
[23, [18, 19, 22, 14, 10], 120]
[7, [5, 21, 17, 2, 14], 120]
[3, [19, 14, 5, 2, 20], 120]
[5, [21, 3, 17, 22, 11], 120]
[4, [1, 3, 15, 12, 13], 120]
[9, [21, 15, 12, 4, 1], 120]
[9, [6, 8, 21, 16, 19], 120]
[1, [5, 8, 23, 20, 9], 120]
[15, [7, 14, 9, 2, 13], 120]
[2, [13, 5, 16, 9, 22], 120]
[18, [9, 19, 17, 2, 7], 120]
[17, [12, 20, 9, 6, 13], 120]
[24, [13, 8, 16, 2, 23], 120]
[2, [20, 17, 1, 10, 11], 120]
[21, [14, 22, 8, 16, 19], 120]
[11, [18, 12, 10, 8, 6], 120]
[9, [20, 21, 8, 23, 16], 120]
[2, [13, 23, 19, 16, 1], 120]
[16, [11, 4, 15, 13, 17], 120]
[15, [13, 22, 4, 3, 2], 120]
[8, [13, 5, 10, 19, 17], 120]
[8, [20, 18, 23, 4, 6], 120]
[17, [4, 7, 10, 23, 14], 120]
[5, [13, 14, 8, 4, 19], 120]
[3, [1, 18, 5, 2, 13], 120]
[17, [12, 23, 8, 1, 15], 120]
[16, [21, 22, 9, 17, 18], 120]
[7, [1, 16, 4, 22, 2], 120]
[13, [18, 9, 1, 6, 3], 120]
[15, [20, 10, 9, 3, 19], 120]
[5, [3, 1, 16, 12, 8], 120]
[5, [23, 22, 13, 6, 19], 120]
[9, [8, 10, 2, 11, 3], 120]
[14, [17, 8, 2, 21, 1], 120]
[10, [9, 6, 18, 12, 22], 120]
[3, [12, 23, 2, 4, 6], 120]
[22, [9, 12, 7, 13, 5], 120]
[14, [10, 7, 19, 3, 2], 120]
[15, [12, 8, 21, 20, 17], 120]
[7, [1, 23, 9, 21, 5], 120]
[21, [19, 4, 13, 1, 17], 120]
[18, [11, 9, 13, 2, 1], 120]
[13, [21, 16, 15, 11, 19], 120]
[14, [2, 11, 3, 22, 18], 120]
[2, [12, 20, 22, 4, 3], 120]
[4, [19, 1, 16, 20, 11], 120]
[14, [19, 2, 6, 21, 9], 120]
[11, [19, 17, 23, 20, 1], 120]
[21, [6, 8, 1, 15, 13], 120]
[24, [17, 19, 11, 20, 2], 120]
[19, [7, 11, 5, 9, 15], 120]
[14, [5, 6, 4, 13, 3], 120]
[21, [9, 6, 5, 11, 3], 120]
[21, [1, 12, 20, 8, 5], 120]
[13, [16, 1, 8, 9, 10], 120]
[22, [16, 13, 19, 9, 8], 120]
[24, [21, 13, 22, 20, 15], 120]
[22, [23, 9, 12, 18, 19], 120]
[15, [19, 20, 3, 4, 22], 120]
[7, [20, 6, 11, 21, 18], 120]
[23, [15, 4, 9, 16, 14], 120]
[18, [11, 1, 22, 23, 10], 120]
[3, [23, 10, 1, 19, 15], 120]
[22, [13, 23, 3, 21, 18], 120]
[8, [23, 21, 5, 19, 9], 120]
[20, [19, 14, 6, 1, 22], 120]
[11, [18, 6, 14, 16, 13], 120]
[3, [23, 14, 15, 5, 12], 120]
[17, [10, 9, 15, 3, 19], 120]
[7, [23, 14, 20, 1, 21], 120]
[1, [22, 3, 20, 10, 2], 120]
[6, [4, 11, 7, 9, 21], 120]
[22, [2, 10, 23, 11, 7], 120]
[8, [1, 18, 15, 12, 16], 120]
[17, [6, 18, 15, 4, 23], 120]
[10, [23, 21, 22, 9, 15], 120]
[23, [18, 22, 19, 12, 17], 120]
[19, [10, 12, 9, 20, 11], 120]
[5, [12, 1, 22, 17, 6], 120]
[1, [6, 13, 14, 20, 16], 120]
[22, [6, 16, 9, 10, 2], 120]
[19, [6, 15, 14, 2, 21], 120]
[15, [23, 12, 22, 7, 18], 120]
[9, [4, 6, 17, 23, 19], 120]
[15, [22, 21, 9, 19, 10], 120]
[22, [2, 12, 4, 5, 10], 120]
[2, [19, 15, 21, 18, 17], 120]
[10, [21, 2, 13, 12, 9], 120]
[20, [3, 14, 13, 1, 15], 120]
[18, [13, 10, 6, 8, 15], 120]
[16, [11, 17, 20, 8, 18], 120]
[2, [10, 15, 1, 5, 3], 120]
[9, [15, 12, 3, 16, 1], 120]
[13, [20, 1, 8, 16, 22], 120]
[13, [12, 1, 8, 4, 19], 120]
[22, [9, 20, 3, 5, 7], 120]
[22, [9, 7, 23, 10, 21], 120]
[13, [8, 17, 7, 5, 18], 120]
[21, [15, 9, 8, 23, 5], 120]
[18, [8, 6, 14, 5, 21], 120]
[21, [23, 15, 1, 12, 8], 120]
[12, [23, 13, 5, 20, 14], 120]
[3, [6, 22, 19, 18, 7], 120]
[12, [17, 22, 20, 3, 11], 120]
[5, [17, 4, 6, 14, 1], 120]
[6, [8, 11, 21, 7, 4], 120]
[14, [18, 2, 8, 10, 3], 120]
[22, [23, 11, 6, 1, 13], 120]
[2, [5, 15, 7, 19, 10], 120]
[10, [12, 9, 14, 20, 22], 120]
[9, [14, 10, 15, 13, 21], 120]
[11, [5, 6, 22, 17, 2], 120]
[20, [2, 18, 11, 15, 21], 120]
[3, [13, 16, 1, 4, 21], 120]
[2, [5, 22, 21, 12, 7], 120]
[20, [1, 2, 5, 7, 15], 120]
[23, [4, 8, 16, 6, 15], 120]
[23, [19, 13, 16, 10, 21], 120]
[1, [3, 9, 19, 6, 11], 120]
[3, [5, 15, 17, 21, 2], 120]
[20, [14, 1, 23, 18, 21], 120]
[17, [15, 20, 13, 19, 3], 120]
[22, [15, 23, 14, 6, 18], 120]
[18, [12, 22, 1, 6, 17], 120]
[7, [23, 15, 22, 14, 18], 120]
[5, [17, 1, 19, 8, 14], 120]
[6, [21, 10, 15, 16, 13], 120]
[9, [15, 18, 1, 7, 21], 120]
[5, [8, 18, 11, 2, 19], 120]
[3, [13, 7, 19, 6, 21], 120]
[24, [2, 21, 4, 1, 11], 120]
[2, [18, 6, 3, 1, 21], 120]
[19, [21, 17, 23, 15, 7], 120]
[20, [8, 2, 3, 4, 1], 120]
[23, [13, 7, 9, 14, 20], 120]
[14, [16, 12, 9, 8, 5], 120]
[24, [11, 4, 19, 14, 5], 120]
[9, [4, 3, 6, 16, 20], 120]
[1, [5, 17, 4, 22, 2], 120]
[7, [12, 18, 17, 4, 15], 120]
[5, [15, 10, 18, 17, 9], 120]
[21, [3, 4, 10, 20, 23], 120]
[24, [15, 1, 18, 10, 11], 120]
[12, [11, 8, 5, 6, 19], 120]
[4, [7, 22, 12, 9, 17], 120]
[23, [13, 6, 9, 14, 19], 120]
[15, [1, 8, 12, 18, 2], 120]
[2, [8, 23, 14, 20, 19], 120]
[5, [19, 15, 12, 21, 6], 120]
[23, [10, 2, 22, 21, 8], 120]
[16, [1, 5, 4, 18, 17], 120]
[5, [6, 10, 22, 14, 15], 120]
[3, [7, 1, 8, 21, 13], 120]
[19, [10, 7, 18, 2, 20], 120]
[12, [2, 8, 20, 21, 22], 120]
[3, [15, 11, 2, 10, 6], 120]
[22, [1, 21, 2, 4, 7], 120]
[2, [7, 18, 17, 21, 4], 120]
[11, [18, 13, 14, 8, 22], 120]
[12, [2, 16, 1, 4, 22], 120]
