[7, [19, 14, 17, 20, 10], 80]
[17, [9, 14, 6, 7, 20], 160]
[13, [2, 6, 7, 15, 14], 40]
[6, [7, 5, 8, 21, 18], 160]
[24, [20, 12, 18, 10, 7], 40]
[23, [6, 14, 2, 3, 15], 40]
[5, [14, 19, 15, 22, 16], 80]
[4, [14, 19, 16, 13, 15], 160]
[18, [6, 8, 9, 17, 13], 120]
[24, [17, 16, 1, 7, 14], 80]
[22, [10, 3, 2, 14, 7], 40]
[13, [3, 12, 1, 19, 8], 160]
[3, [14, 13, 11, 17, 5], 80]
[13, [16, 23, 12, 19, 22], 80]
[1, [7, 18, 6, 15, 9], 80]
[13, [16, 14, 4, 1, 11], 120]
[24, [1, 12, 8, 15, 10], 120]
[12, [3, 9, 22, 4, 5], 120]
[18, [6, 8, 22, 3, 12], 40]
[2, [22, 21, 15, 17, 13], 80]
[11, [7, 13, 18, 12, 22], 80]
[11, [20, 18, 5, 8, 22], 80]
[23, [6, 17, 4, 13, 9], 120]
[9, [23, 18, 20, 3, 2], 80]
[12, [22, 14, 9, 20, 18], 120]
[21, [1, 10, 17, 6, 9], 40]
[16, [17, 14, 20, 10, 18], 160]
[19, [2, 13, 20, 12, 18], 120]
[14, [7, 9, 20, 5, 19], 160]
[14, [6, 18, 1, 11, 16], 80]
[12, [15, 19, 3, 23, 5], 80]
[6, [16, 15, 21, 23, 4], 120]
[19, [1, 3, 6, 4, 11], 40]
[7, [8, 9, 11, 20, 12], 80]
[19, [18, 3, 15, 13, 5], 160]
[23, [4, 18, 15, 17, 1], 40]
[6, [11, 8, 20, 9, 5], 80]
[24, [13, 20, 21, 14, 9], 80]
[10, [20, 1, 4, 18, 15], 120]
[19, [6, 16, 9, 13, 5], 40]
[1, [15, 21, 18, 11, 14], 80]
[18, [12, 14, 9, 6, 8], 80]
[10, [14, 20, 3, 2, 21], 160]
[2, [16, 23, 17, 10, 14], 80]
[1, [14, 20, 15, 7, 16], 120]
[18, [17, 21, 14, 23, 15], 120]
[3, [22, 9, 13, 16, 18], 80]
[18, [9, 10, 13, 5, 4], 120]
[16, [17, 11, 19, 21, 13], 80]
[19, [9, 5, 20, 23, 18], 160]
[13, [22, 3, 16, 1, 14], 120]
[12, [2, 23, 16, 9, 14], 80]
[1, [6, 21, 18, 12, 15], 160]
[6, [5, 19, 10, 16, 7], 120]
[22, [7, 5, 11, 18, 19], 160]
[19, [8, 4, 5, 13, 20], 80]
[3, [10, 4, 17, 6, 7], 120]
[21, [3, 12, 23, 18, 11], 120]
[21, [5, 10, 19, 12, 8], 80]
[15, [13, 17, 18, 6, 4], 160]
[19, [8, 22, 10, 11, 1], 40]
[18, [7, 19, 5, 15, 10], 160]
[4, [15, 10, 21, 8, 22], 40]
[14, [18, 23, 12, 19, 4], 40]
[17, [22, 13, 10, 15, 2], 80]
[7, [17, 23, 21, 20, 5], 40]
[16, [14, 5, 6, 7, 21], 80]
[18, [10, 7, 12, 9, 5], 40]
[21, [18, 23, 19, 6, 13], 160]
[23, [6, 8, 1, 18, 13], 80]
[14, [4, 19, 23, 5, 18], 160]
[9, [22, 4, 15, 12, 20], 40]
[17, [3, 4, 11, 7, 13], 120]
[18, [21, 19, 15, 23, 1], 160]
[5, [16, 8, 15, 3, 18], 160]
[7, [1, 3, 9, 4, 17], 40]
[2, [11, 10, 8, 20, 16], 160]
[3, [12, 11, 4, 1, 6], 40]
[3, [19, 22, 13, 5, 20], 120]
[8, [20, 22, 15, 19, 16], 120]
[2, [9, 4, 22, 13, 7], 40]
[22, [21, 11, 14, 4, 16], 80]
[6, [7, 19, 5, 13, 12], 160]
[21, [23, 11, 8, 6, 9], 80]
[10, [11, 17, 23, 13, 18], 120]
[19, [17, 12, 2, 11, 18], 80]
[17, [16, 18, 4, 15, 11], 40]
[11, [22, 23, 10, 14, 12], 160]
[22, [8, 1, 16, 6, 18], 80]
[13, [11, 20, 14, 18, 22], 40]
[15, [5, 14, 21, 16, 11], 80]
[11, [5, 10, 20, 3, 12], 80]
[10, [1, 22, 16, 4, 17], 80]
[10, [19, 6, 12, 1, 16], 40]
[18, [13, 3, 20, 17, 7], 40]
[23, [7, 13, 2, 9, 20], 120]
[16, [3, 6, 7, 14, 17], 40]
[1, [10, 11, 7, 8, 12], 80]
[4, [18, 13, 8, 16, 23], 80]
[10, [8, 14, 5, 15, 16], 160]
