[16, [2, 13, 6, 22, 11], 120]
[3, [20, 7, 11, 15, 6], 120]
[11, [18, 6, 5, 23, 19], 120]
[24, [7, 9, 19, 10, 3], 120]
[6, [20, 23, 12, 21, 3], 120]
[4, [5, 23, 16, 8, 7], 120]
[21, [8, 14, 7, 20, 10], 120]
[18, [16, 9, 12, 22, 17], 120]
[9, [14, 20, 2, 6, 1], 120]
[7, [14, 10, 2, 8, 3], 120]
[7, [4, 20, 21, 9, 2], 120]
[15, [7, 14, 10, 4, 8], 120]
[7, [10, 14, 8, 15, 20], 120]
[4, [14, 23, 5, 22, 13], 120]
[12, [20, 17, 2, 9, 23], 120]
[19, [10, 20, 9, 2, 12], 120]
[5, [21, 19, 16, 20, 2], 120]
[22, [23, 15, 2, 3, 1], 120]
[23, [5, 15, 11, 17, 9], 120]
[2, [3, 16, 22, 8, 5], 120]
[1, [12, 10, 21, 15, 14], 120]
[13, [23, 17, 2, 19, 6], 120]
[3, [20, 22, 11, 16, 10], 120]
[13, [19, 21, 23, 12, 11], 120]
[3, [14, 10, 16, 5, 17], 120]
[5, [18, 22, 4, 9, 2], 120]
[14, [17, 18, 19, 5, 4], 120]
[7, [19, 21, 22, 14, 12], 120]
[14, [8, 20, 19, 15, 16], 120]
[16, [21, 12, 4, 9, 11], 120]
[14, [11, 21, 1, 12, 13], 120]
[24, [7, 17, 22, 14, 18], 120]
[21, [5, 13, 14, 20, 8], 120]
[9, [23, 21, 16, 15, 2], 120]
[17, [6, 4, 9, 23, 16], 120]
[13, [8, 12, 17, 19, 11], 120]
[17, [4, 23, 5, 9, 14], 120]
[13, [12, 8, 19, 5, 11], 120]
[16, [7, 6, 11, 8, 18], 120]
[1, [8, 12, 10, 19, 14], 120]
[17, [5, 19, 8, 9, 2], 120]
[10, [5, 2, 13, 12, 8], 120]
[3, [11, 23, 7, 4, 8], 120]
[1, [19, 16, 5, 14, 23], 120]
[10, [4, 7, 6, 1, 3], 120]
[5, [20, 22, 13, 21, 16], 120]
[14, [11, 13, 19, 9, 12], 120]
[1, [9, 5, 11, 6, 12], 120]
[23, [9, 21, 20, 16, 8], 120]
[18, [17, 13, 3, 1, 11], 120]
[18, [23, 17, 1, 10, 3], 120]
[12, [16, 17, 8, 9, 14], 120]
[5, [11, 2, 17, 10, 19], 120]
[9, [19, 11, 3, 21, 22], 120]
[3, [20, 2, 9, 13, 8], 120]
[5, [18, 14, 4, 19, 10], 120]
[24, [2, 5, 23, 11, 10], 120]
[18, [3, 17, 5, 4, 12], 120]
[20, [11, 2, 15, 17, 1], 120]
[11, [3, 4, 6, 20, 2], 120]
[7, [3, 11, 10, 19, 6], 120]
[21, [14, 23, 3, 12, 4], 120]
[12, [1, 16, 2, 4, 20], 120]
[17, [14, 16, 6, 4, 12], 120]
[12, [10, 4, 7, 15, 23], 120]
[14, [12, 2, 7, 11, 20], 120]
[14, [5, 9, 16, 19, 4], 120]
[16, [12, 1, 19, 4, 7], 120]
[11, [5, 19, 2, 1, 22], 120]
[14, [8, 12, 5, 23, 13], 120]
[1, [23, 19, 12, 10, 2], 120]
[16, [21, 22, 10, 13, 14], 120]
[21, [14, 23, 16, 4, 12], 120]
[22, [1, 12, 11, 13, 9], 120]
[9, [4, 19, 7, 14, 15], 120]
[4, [11, 5, 13, 16, 6], 120]
[1, [14, 15, 23, 18, 10], 120]
[18, [19, 10, 6, 11, 15], 120]
[15, [17, 1, 23, 14, 6], 120]
[8, [5, 22, 4, 7, 23], 120]
[4, [22, 2, 10, 6, 9], 120]
[10, [18, 23, 21, 19, 3], 120]
[9, [10, 23, 12, 20, 1], 120]
[18, [4, 23, 14, 6, 16], 120]
[6, [4, 19, 2, 12, 10], 120]
[22, [20, 11, 19, 5, 18], 120]
[20, [10, 23, 9, 11, 19], 120]
[7, [20, 14, 10, 19, 15], 120]
[10, [6, 2, 5, 1, 15], 120]
[9, [17, 18, 7, 12, 5], 120]
[22, [2, 23, 11, 1, 13], 120]
[5, [11, 3, 17, 8, 1], 120]
[23, [11, 19, 20, 13, 22], 120]
[7, [12, 15, 21, 20, 18], 120]
[23, [12, 17, 1, 16, 6], 120]
[5, [17, 2, 23, 18, 6], 120]
[10, [5, 8, 2, 9, 22], 120]
[22, [21, 14, 16, 19, 13], 120]
[10, [18, 13, 2, 20, 21], 120]
[20, [13, 19, 14, 11, 23], 120]
[10, [7, 3, 15, 18, 23], 120]
[15, [12, 17, 1, 11, 18], 120]
[7, [17, 11, 23, 6, 13], 120]
[11, [23, 15, 2, 7, 6], 120]
[5, [18, 22, 4, 14, 8], 120]
[11, [8, 22, 5, 9, 19], 120]
[1, [18, 4, 9, 15, 7], 120]
[16, [12, 20, 17, 18, 3], 120]
[5, [9, 19, 8, 20, 4], 120]
[17, [22, 20, 1, 2, 10], 120]
[21, [17, 10, 6, 20, 22], 120]
[12, [5, 3, 13, 10, 15], 120]
[17, [4, 22, 2, 13, 6], 120]
[6, [16, 19, 8, 15, 4], 120]
[9, [12, 22, 16, 10, 14], 120]
[7, [6, 17, 13, 3, 22], 120]
[18, [11, 17, 12, 21, 6], 120]
[23, [6, 19, 12, 20, 3], 120]
[22, [2, 3, 10, 13, 21], 120]
[22, [17, 2, 10, 11, 1], 120]
[9, [23, 1, 17, 2, 18], 120]
[10, [4, 21, 15, 3, 5], 120]
[12, [7, 20, 10, 6, 19], 120]
[20, [11, 8, 9, 13, 15], 120]
[4, [21, 8, 22, 14, 17], 120]
[23, [16, 2, 7, 10, 12], 120]
[18, [1, 6, 17, 4, 21], 120]
[7, [5, 17, 8, 22, 2], 120]
[8, [19, 1, 3, 16, 6], 120]
[23, [6, 3, 20, 16, 18], 120]
[11, [8, 20, 3, 13, 5], 120]
[1, [22, 21, 15, 8, 10], 120]
[7, [10, 3, 2, 18, 22], 120]
[15, [21, 17, 9, 14, 12], 120]
[6, [9, 20, 16, 22, 1], 120]
[2, [4, 7, 18, 12, 10], 120]
[22, [6, 10, 9, 2, 15], 120]
[24, [8, 19, 6, 17, 9], 120]
[4, [17, 6, 18, 22, 16], 120]
[23, [18, 11, 4, 20, 7], 120]
[6, [12, 17, 19, 22, 4], 120]
[19, [9, 1, 3, 6, 15], 120]
[8, [9, 12, 6, 7, 10], 120]
[23, [9, 4, 5, 13, 7], 120]
[15, [11, 6, 13, 7, 1], 120]
[15, [13, 10, 11, 19, 1], 120]
[18, [19, 23, 3, 11, 1], 120]
[6, [15, 17, 12, 7, 13], 120]
[17, [21, 9, 20, 5, 2], 120]
[5, [6, 17, 13, 9, 16], 120]
[2, [16, 3, 7, 22, 21], 120]
[13, [16, 14, 6, 21, 15], 120]
[14, [22, 8, 1, 2, 21], 120]
[21, [10, 19, 7, 14, 6], 120]
[14, [10, 4, 1, 23, 8], 120]
[18, [22, 3, 20, 12, 21], 120]
[9, [19, 2, 11, 23, 18], 120]
[9, [11, 7, 10, 21, 13], 120]
[21, [5, 15, 14, 1, 12], 120]
[19, [21, 10, 17, 2, 12], 120]
[7, [6, 12, 5, 21, 13], 120]
[20, [12, 6, 3, 15, 8], 120]
[19, [7, 8, 9, 17, 21], 120]
[7, [23, 14, 21, 6, 22], 120]
[3, [19, 9, 4, 20, 23], 120]
[15, [5, 6, 14, 3, 18], 120]
[20, [1, 13, 3, 19, 8], 120]
[12, [21, 3, 1, 15, 11], 120]
[19, [13, 3, 21, 23, 18], 120]
[3, [1, 21, 11, 12, 14], 120]
[14, [15, 7, 13, 19, 20], 120]
[3, [19, 12, 21, 20, 11], 120]
[17, [11, 21, 3, 8, 4], 120]
[24, [11, 15, 20, 9, 14], 120]
[23, [8, 19, 2, 17, 22], 120]
[17, [23, 12, 15, 9, 19], 120]
[3, [8, 6, 5, 11, 17], 120]
[24, [3, 2, 17, 19, 5], 120]
[21, [14, 11, 17, 5, 3], 120]
[11, [4, 10, 17, 2, 7], 120]
[11, [17, 4, 22, 6, 8], 120]
[22, [4, 8, 1, 23, 19], 120]
[4, [16, 7, 17, 11, 2], 120]
[19, [11, 23, 22, 21, 18], 120]
[9, [22, 12, 16, 14, 2], 120]
[16, [6, 18, 5, 10, 2], 120]
[4, [14, 8, 10, 11, 18], 120]
[23, [2, 21, 9, 16, 8], 120]
[7, [19, 3, 16, 4, 10], 120]
[4, [8, 13, 1, 5, 21], 120]
[18, [5, 6, 10, 8, 12], 120]
[7, [6, 21, 17, 23, 11], 120]
[9, [12, 17, 21, 4, 10], 120]
[8, [13, 7, 3, 18, 21], 120]
[9, [15, 11, 1, 20, 12], 120]
[13, [22, 19, 1, 21, 9], 120]
[5, [23, 4, 18, 16, 7], 120]
[24, [3, 11, 17, 21, 22], 120]
[13, [8, 3, 21, 7, 17], 120]
[3, [22, 5, 17, 13, 20], 120]
