[1, [19, 11, 3, 6, 9], 40]
[21, [17, 8, 16, 1, 2], 40]
[23, [12, 8, 9, 6, 14], 40]
[16, [18, 17, 23, 12, 7], 40]
[23, [1, 3, 12, 10, 11], 40]
[15, [14, 21, 1, 23, 20], 40]
[10, [12, 8, 9, 11, 22], 40]
[3, [8, 17, 6, 14, 9], 40]
[17, [6, 23, 20, 8, 1], 40]
[20, [19, 7, 4, 14, 12], 40]
[11, [14, 2, 5, 9, 18], 40]
[15, [7, 8, 13, 9, 16], 40]
[9, [22, 4, 23, 19, 5], 40]
[18, [17, 20, 22, 8, 4], 40]
[11, [18, 13, 5, 7, 4], 40]
[16, [10, 13, 5, 19, 8], 40]
[20, [4, 17, 22, 13, 3], 40]
[13, [20, 2, 5, 21, 10], 40]
[16, [15, 6, 23, 20, 1], 40]
[18, [23, 1, 21, 6, 4], 40]
[24, [10, 17, 23, 20, 3], 40]
[20, [3, 15, 17, 12, 1], 40]
[24, [3, 14, 6, 15, 19], 40]
[23, [16, 2, 9, 10, 7], 40]
[15, [1, 8, 21, 2, 10], 40]
[16, [8, 15, 10, 3, 7], 40]
[24, [13, 19, 3, 9, 18], 40]
[2, [23, 18, 16, 3, 17], 40]
[8, [23, 11, 20, 19, 5], 40]
[9, [15, 2, 19, 4, 20], 40]
[24, [14, 13, 23, 15, 9], 40]
[18, [22, 2, 3, 15, 9], 40]
[9, [20, 4, 18, 19, 17], 40]
[4, [14, 16, 10, 5, 20], 40]
[22, [20, 3, 7, 9, 4], 40]
[9, [10, 7, 1, 4, 22], 40]
[12, [15, 18, 16, 23, 5], 40]
[3, [12, 20, 1, 13, 19], 40]
[21, [7, 23, 4, 16, 6], 40]
[5, [23, 6, 9, 1, 18], 40]
[20, [8, 21, 4, 2, 12], 40]
[11, [3, 18, 8, 16, 5], 40]
[17, [3, 7, 22, 12, 1], 40]
[13, [3, 1, 10, 12, 21], 40]
[5, [13, 14, 9, 11, 18], 40]
[6, [15, 16, 11, 12, 9], 40]
[20, [22, 6, 17, 3, 13], 40]
[10, [16, 15, 3, 18, 11], 40]
[16, [7, 13, 22, 1, 20], 40]
[7, [12, 22, 4, 20, 23], 40]
[16, [6, 17, 1, 11, 10], 40]
[16, [13, 4, 2, 3, 22], 40]
[23, [20, 1, 13, 21, 22], 40]
[11, [2, 18, 17, 16, 9], 40]
[16, [14, 1, 7, 23, 6], 40]
[21, [5, 2, 19, 22, 4], 40]
[6, [21, 4, 8, 23, 16], 40]
[11, [19, 16, 4, 9, 10], 40]
[24, [22, 12, 14, 17, 18], 40]
[12, [20, 18, 9, 17, 15], 40]
[1, [11, 5, 17, 13, 9], 40]
[9, [17, 19, 14, 18, 16], 40]
[14, [19, 15, 3, 22, 11], 40]
[20, [4, 5, 12, 17, 16], 40]
[23, [5, 13, 21, 3, 2], 40]
[24, [16, 15, 21, 3, 4], 40]
[9, [23, 2, 10, 18, 13], 40]
[4, [16, 18, 9, 3, 7], 40]
[12, [17, 22, 3, 11, 15], 40]
[15, [6, 12, 17, 11, 3], 40]
[10, [18, 13, 1, 3, 7], 40]
[24, [2, 21, 3, 13, 17], 40]
[1, [16, 2, 13, 4, 7], 40]
[10, [14, 17, 6, 1, 2], 40]
[1, [16, 13, 5, 6, 21], 40]
[24, [22, 2, 18, 9, 7], 40]
[20, [11, 13, 9, 10, 19], 40]
[21, [8, 23, 13, 11, 9], 40]
[1, [6, 14, 22, 5, 23], 40]
[3, [1, 14, 19, 16, 8], 40]
[9, [4, 22, 14, 3, 7], 40]
[16, [18, 9, 17, 11, 13], 40]
[14, [19, 20, 8, 13, 5], 40]
[22, [18, 14, 16, 19, 9], 40]
[19, [14, 16, 5, 3, 20], 40]
[14, [7, 20, 3, 16, 8], 40]
[8, [20, 11, 5, 18, 14], 40]
[22, [8, 7, 4, 6, 13], 40]
[24, [3, 5, 12, 8, 17], 40]
[11, [7, 16, 14, 6, 12], 40]
[9, [20, 16, 23, 14, 10], 40]
[3, [15, 19, 13, 21, 12], 40]
[2, [8, 3, 10, 22, 18], 40]
[18, [19, 5, 14, 9, 15], 40]
[11, [12, 7, 1, 17, 13], 40]
[4, [3, 23, 5, 22, 21], 40]
[14, [16, 18, 8, 21, 1], 40]
[16, [3, 4, 22, 14, 8], 40]
[20, [5, 13, 3, 7, 23], 40]
[4, [22, 19, 5, 13, 15], 40]
[7, [20, 15, 5, 3, 11], 40]
[24, [3, 14, 4, 18, 11], 40]
[7, [6, 11, 12, 16, 10], 40]
[4, [7, 9, 2, 12, 5], 40]
[20, [6, 1, 9, 10, 7], 40]
[19, [16, 17, 6, 5, 1], 40]
[16, [3, 21, 6, 9, 1], 40]
[24, [11, 16, 9, 14, 18], 40]
[1, [19, 22, 5, 15, 23], 40]
[4, [3, 19, 1, 7, 22], 40]
[1, [21, 23, 11, 16, 6], 40]
[15, [10, 20, 22, 11, 23], 40]
[4, [22, 13, 6, 12, 2], 40]
[24, [20, 23, 14, 18, 16], 40]
[16, [19, 10, 9, 3, 5], 40]
[2, [8, 23, 20, 13, 6], 40]
[10, [5, 11, 22, 7, 18], 40]
[5, [21, 20, 18, 15, 11], 40]
[13, [1, 12, 9, 16, 11], 40]
[13, [19, 1, 21, 8, 20], 40]
[20, [19, 5, 6, 1, 10], 40]
[2, [17, 5, 8, 11, 3], 40]
[18, [16, 22, 6, 21, 17], 40]
[7, [14, 19, 20, 5, 11], 40]
[10, [17, 7, 14, 3, 6], 40]
[3, [8, 7, 4, 17, 5], 40]
[22, [12, 14, 2, 6, 5], 40]
[5, [17, 8, 11, 14, 3], 40]
[12, [11, 17, 23, 10, 18], 40]
[11, [14, 4, 2, 10, 22], 40]
[3, [19, 10, 1, 5, 15], 40]
[5, [23, 10, 4, 16, 3], 40]
[8, [2, 16, 4, 22, 11], 40]
[13, [23, 11, 15, 16, 12], 40]
[8, [16, 10, 5, 7, 1], 40]
[21, [16, 4, 14, 23, 15], 40]
[9, [16, 21, 10, 11, 1], 40]
[18, [10, 22, 13, 9, 16], 40]
[15, [14, 20, 21, 7, 11], 40]
[7, [20, 4, 22, 6, 13], 40]
[24, [3, 20, 23, 4, 19], 40]
[18, [22, 3, 14, 12, 17], 40]
[20, [15, 19, 11, 7, 16], 40]
[8, [19, 18, 15, 7, 20], 40]
[15, [17, 10, 1, 11, 23], 40]
[21, [17, 19, 7, 1, 14], 40]
[7, [16, 19, 17, 10, 12], 40]
[15, [13, 22, 23, 19, 4], 40]
[4, [9, 3, 16, 6, 1], 40]
[19, [12, 20, 15, 14, 9], 40]
[10, [21, 14, 17, 12, 16], 40]
[22, [17, 23, 20, 5, 3], 40]
[2, [21, 19, 12, 8, 11], 40]
[15, [23, 16, 19, 4, 11], 40]
[6, [20, 11, 18, 16, 22], 40]
[13, [22, 12, 10, 16, 4], 40]
[2, [3, 17, 16, 22, 5], 40]
[14, [19, 4, 13, 6, 21], 40]
[21, [13, 23, 16, 10, 15], 40]
[6, [23, 15, 14, 13, 11], 40]
[24, [20, 3, 14, 23, 8], 40]
[20, [5, 23, 7, 21, 12], 40]
[20, [19, 22, 4, 21, 11], 40]
[8, [23, 11, 6, 13, 18], 40]
[22, [10, 4, 16, 12, 11], 40]
[16, [13, 12, 18, 1, 20], 40]
[8, [18, 12, 14, 4, 22], 40]
[18, [2, 3, 23, 16, 15], 40]
[21, [16, 23, 12, 8, 9], 40]
[21, [6, 5, 12, 1, 16], 40]
