[12, [11, 1, 3, 14, 10], 80]
[24, [14, 5, 18, 22, 8], 80]
[17, [21, 16, 8, 23, 1], 80]
[18, [8, 14, 2, 1, 5], 80]
[11, [21, 2, 19, 5, 14], 80]
[19, [16, 14, 18, 7, 9], 80]
[4, [14, 15, 19, 16, 13], 80]
[13, [15, 10, 2, 19, 1], 80]
[1, [13, 19, 14, 22, 6], 80]
[24, [11, 4, 16, 14, 7], 80]
[17, [14, 13, 8, 22, 7], 80]
[8, [1, 23, 19, 3, 6], 80]
[9, [15, 4, 19, 8, 2], 80]
[19, [17, 5, 22, 1, 20], 80]
[23, [10, 2, 18, 16, 5], 80]
[21, [9, 14, 2, 19, 5], 80]
[11, [3, 23, 22, 1, 8], 80]
[12, [14, 22, 7, 20, 13], 80]
[19, [4, 10, 23, 15, 12], 80]
[23, [22, 10, 8, 15, 1], 80]
[13, [8, 1, 20, 7, 10], 80]
[1, [13, 16, 11, 7, 19], 80]
[14, [23, 10, 4, 18, 1], 80]
[24, [9, 3, 4, 6, 20], 80]
[15, [20, 12, 7, 10, 1], 80]
[12, [14, 13, 7, 4, 18], 80]
[1, [6, 7, 18, 13, 3], 80]
[20, [9, 18, 1, 11, 19], 80]
[24, [21, 12, 5, 20, 23], 80]
[12, [3, 8, 13, 17, 9], 80]
[9, [21, 4, 5, 8, 19], 80]
[17, [1, 21, 4, 12, 5], 80]
[7, [14, 5, 23, 3, 17], 80]
[2, [22, 1, 4, 20, 7], 80]
[9, [5, 3, 23, 8, 10], 80]
[8, [6, 15, 7, 21, 9], 80]
[1, [22, 18, 4, 6, 17], 80]
[14, [16, 3, 10, 8, 22], 80]
[11, [8, 15, 20, 9, 1], 80]
[19, [12, 18, 11, 17, 10], 80]
[12, [15, 16, 5, 21, 18], 80]
[19, [12, 9, 15, 21, 23], 80]
[5, [19, 9, 14, 17, 22], 80]
[5, [4, 20, 7, 17, 19], 80]
[6, [10, 11, 21, 13, 8], 80]
[10, [23, 3, 21, 19, 4], 80]
[7, [6, 13, 8, 5, 9], 80]
[18, [2, 11, 14, 6, 15], 80]
[2, [14, 21, 20, 13, 19], 80]
[2, [16, 9, 17, 14, 13], 80]
[5, [16, 12, 15, 17, 18], 80]
[4, [19, 1, 18, 2, 15], 80]
[12, [7, 17, 23, 3, 2], 80]
[1, [20, 17, 2, 21, 14], 80]
[1, [13, 7, 2, 11, 18], 80]
[20, [13, 11, 16, 17, 18], 80]
[2, [7, 19, 16, 1, 10], 80]
[2, [3, 10, 1, 11, 19], 80]
[12, [1, 10, 16, 9, 5], 80]
[12, [3, 13, 5, 14, 19], 80]
[20, [10, 16, 2, 13, 15], 80]
[17, [12, 1, 2, 13, 3], 80]
[15, [3, 11, 10, 17, 2], 80]
[9, [23, 17, 11, 6, 3], 80]
[11, [6, 21, 7, 23, 4], 80]
[11, [16, 20, 3, 2, 4], 80]
[20, [22, 10, 23, 18, 5], 80]
[10, [17, 6, 20, 16, 23], 80]
[5, [2, 12, 22, 13, 23], 80]
[9, [22, 21, 14, 13, 3], 80]
[8, [12, 10, 15, 11, 2], 80]
[4, [19, 8, 6, 2, 18], 80]
[6, [18, 2, 12, 10, 11], 80]
[16, [4, 8, 7, 21, 12], 80]
[12, [4, 17, 5, 1, 3], 80]
[1, [17, 19, 16, 8, 18], 80]
[21, [14, 11, 3, 18, 12], 80]
[20, [21, 7, 10, 4, 5], 80]
[14, [4, 11, 2, 20, 17], 80]
[11, [17, 21, 3, 23, 8], 80]
[1, [14, 12, 15, 4, 13], 80]
[22, [21, 4, 14, 1, 7], 80]
[11, [14, 4, 7, 5, 8], 80]
[1, [21, 5, 9, 18, 10], 80]
[23, [22, 6, 19, 17, 21], 80]
[1, [9, 23, 2, 20, 12], 80]
[9, [13, 12, 2, 17, 10], 80]
[14, [19, 20, 11, 9, 23], 80]
[21, [14, 7, 19, 23, 3], 80]
[12, [9, 17, 5, 8, 13], 80]
[2, [9, 22, 1, 4, 14], 80]
[19, [7, 11, 13, 10, 12], 80]
[19, [7, 17, 9, 12, 20], 80]
[9, [20, 22, 4, 14, 2], 80]
[22, [6, 2, 12, 18, 3], 80]
[23, [19, 7, 17, 15, 3], 80]
[6, [22, 8, 14, 21, 7], 80]
[23, [10, 16, 15, 13, 2], 80]
[7, [4, 11, 9, 13, 2], 80]
[17, [14, 23, 2, 16, 15], 80]
