[21, [20, 4, 3, 15, 9], 160]
[16, [14, 10, 22, 5, 8], 160]
[14, [6, 23, 15, 19, 17], 40]
[20, [19, 15, 18, 7, 13], 40]
[7, [19, 13, 20, 6, 15], 80]
[15, [14, 7, 17, 22, 3], 40]
[4, [2, 17, 18, 8, 13], 40]
[17, [2, 21, 15, 5, 19], 160]
[8, [14, 9, 7, 11, 16], 160]
[14, [1, 6, 15, 17, 12], 160]
[19, [8, 1, 4, 22, 6], 160]
[9, [13, 2, 10, 5, 23], 40]
[14, [11, 23, 4, 21, 7], 40]
[2, [15, 20, 23, 3, 17], 120]
[8, [23, 20, 22, 21, 2], 120]
[8, [17, 12, 10, 22, 21], 120]
[4, [7, 3, 18, 11, 14], 160]
[16, [15, 9, 7, 6, 10], 160]
[16, [21, 9, 23, 12, 17], 40]
[10, [5, 14, 4, 2, 23], 80]
[10, [17, 4, 11, 14, 22], 40]
[20, [18, 16, 15, 23, 4], 120]
[12, [3, 6, 2, 4, 8], 40]
[14, [20, 17, 7, 11, 3], 120]
[9, [6, 17, 19, 21, 4], 160]
[16, [10, 15, 11, 4, 7], 80]
[20, [16, 4, 1, 15, 19], 160]
[7, [14, 9, 10, 13, 16], 40]
[15, [6, 19, 12, 11, 8], 80]
[24, [11, 21, 14, 20, 17], 80]
[15, [22, 8, 14, 2, 18], 160]
[13, [7, 12, 9, 19, 18], 80]
[16, [8, 2, 14, 23, 11], 80]
[18, [16, 12, 17, 3, 20], 160]
[13, [15, 11, 12, 8, 18], 160]
[19, [10, 8, 20, 4, 2], 80]
[2, [17, 18, 5, 12, 16], 120]
[4, [18, 23, 11, 9, 20], 160]
[4, [7, 10, 17, 1, 20], 40]
[11, [7, 14, 22, 13, 10], 80]
[17, [18, 9, 23, 13, 16], 160]
[9, [8, 12, 23, 7, 6], 120]
[23, [21, 12, 10, 22, 17], 120]
[18, [7, 6, 4, 21, 22], 80]
[18, [11, 13, 16, 19, 4], 40]
[24, [6, 10, 17, 1, 13], 120]
[21, [8, 12, 15, 16, 23], 120]
[24, [6, 21, 11, 2, 16], 80]
[8, [23, 14, 20, 4, 2], 120]
[21, [17, 13, 23, 7, 14], 40]
