[9, [18, 20, 12, 2, 7], 160]
[23, [4, 5, 16, 7, 2], 40]
[12, [6, 2, 14, 21, 5], 40]
[2, [11, 19, 18, 5, 12], 120]
[13, [1, 22, 2, 16, 7], 80]
[18, [2, 23, 17, 11, 4], 40]
[15, [7, 23, 10, 22, 20], 80]
[24, [2, 7, 19, 12, 14], 40]
[12, [19, 9, 4, 8, 14], 120]
[4, [3, 2, 10, 8, 5], 40]
[12, [7, 15, 8, 18, 11], 160]
[4, [10, 12, 16, 22, 7], 160]
[7, [16, 18, 13, 1, 14], 40]
[8, [16, 5, 7, 17, 15], 160]
[19, [14, 20, 16, 17, 15], 40]
[20, [18, 6, 16, 22, 11], 80]
[23, [11, 3, 14, 21, 19], 160]
[23, [11, 16, 1, 3, 6], 160]
[21, [17, 3, 18, 22, 19], 120]
[1, [3, 4, 2, 14, 7], 40]
[20, [18, 11, 23, 15, 5], 40]
[22, [7, 12, 1, 20, 3], 80]
[17, [12, 5, 14, 7, 8], 40]
[3, [1, 16, 14, 2, 4], 160]
[15, [12, 16, 3, 23, 20], 160]
[21, [3, 13, 2, 14, 19], 120]
[14, [20, 3, 22, 7, 17], 80]
[15, [10, 7, 11, 14, 13], 160]
[1, [13, 11, 22, 7, 5], 40]
[23, [14, 8, 10, 13, 22], 120]
[5, [22, 2, 19, 8, 11], 40]
[14, [7, 1, 3, 19, 6], 120]
[18, [2, 15, 21, 22, 16], 80]
[24, [2, 16, 19, 6, 4], 120]
[4, [6, 20, 5, 17, 15], 80]
[18, [20, 15, 23, 2, 19], 160]
[19, [4, 13, 1, 5, 20], 160]
[11, [19, 10, 22, 17, 16], 120]
[16, [17, 7, 18, 8, 20], 160]
[17, [22, 6, 23, 18, 15], 160]
[1, [2, 19, 12, 9, 21], 40]
[20, [12, 5, 4, 16, 17], 120]
[12, [8, 23, 22, 9, 18], 80]
[23, [14, 3, 17, 19, 7], 80]
[6, [1, 4, 12, 21, 23], 120]
